#{"t_start": 1741225153.7852576, "env_id": "None"}
r,l,t
340.42953,199,3582.408167
337.38153,199,3582.408187
343.09903,199,3582.68272
337.21396,199,3584.950126
333.83737,199,3585.314005
344.6769,199,3585.475916
339.58774,199,3585.56664
342.53577,199,3586.25142
338.74875,199,3586.807242
336.7712,199,3586.968956
337.151,199,3587.07482
335.9786,199,3587.07484
331.45654,199,3587.347957
332.39417,199,3587.943321
336.65582,199,3588.310846
334.23343,199,3588.481403
338.2452,199,3588.569667
334.92102,199,3589.243658
343.6235,199,3589.807225
338.5591,199,3589.968481
340.36188,199,3590.074349
338.4539,199,3590.07437
341.65582,199,3590.342479
334.7035,199,3590.903496
341.67413,199,3591.256639
331.9299,199,3591.418504
334.38235,199,3591.506155
336.63837,199,3592.184504
340.15634,199,3592.748011
341.91058,199,3592.904413
339.06155,199,3593.004972
343.80597,199,3593.004993
341.6838,199,3593.279108
333.0581,199,3593.851146
339.12955,199,3594.200774
339.163,199,3594.366341
336.8396,199,3594.457831
340.9381,199,3595.134182
341.8031,199,3595.688733
342.8795,199,3595.852628
333.11536,199,3595.956986
339.9603,199,3595.957007
337.63126,199,3596.227119
339.56958,199,3596.786336
342.78586,199,3597.142493
333.21686,199,3597.312866
336.08182,199,3597.401787
338.91754,199,3598.071695
339.99396,199,3598.631318
326.07086,199,3598.784728
340.73,199,3598.887342
336.11475,199,3598.887362
345.37494,199,3599.148328
335.4379,199,3601.23276
337.05896,199,3601.575231
341.2199,199,3601.736801
333.06964,199,3601.819282
338.33893,199,3605.877767
338.80905,199,3606.424832
331.64148,199,3606.589545
337.37634,199,3606.688794
340.6249,199,3606.688814
338.05392,199,3606.948751
337.6292,199,3607.498445
333.59158,199,3607.837513
335.88025,199,3607.998262
335.63953,199,3608.086955
337.64108,199,3608.743104
339.00516,199,3609.291959
341.69568,199,3609.45265
331.5929,199,3609.558496
345.49557,199,3609.558517
333.41977,199,3609.82385
335.6736,199,3610.365148
335.20273,199,3610.70388
342.85526,199,3610.868239
343.1353,199,3610.952122
340.9924,199,3611.609503
330.53717,199,3612.147818
339.71625,199,3612.306331
332.88568,199,3612.411386
336.48868,199,3612.411407
334.15732,199,3612.668015
344.471,199,3613.221179
337.30075,199,3613.566153
344.75278,199,3613.727364
340.7203,199,3613.815883
334.2344,199,3614.477369
338.41296,199,3615.020407
338.36417,199,3615.179592
339.6883,199,3615.278036
329.5098,199,3615.278056
334.37964,199,3615.538768
334.2294,199,3616.091299
332.08206,199,3616.453875
338.57764,199,3616.610079
334.01028,199,3616.699183
337.14774,199,3617.36451
328.27222,199,3617.92104
331.77676,199,3618.086556
337.23672,199,3618.188532
332.86084,199,3618.188552
339.09686,199,3618.453698
333.37073,199,3620.528444
337.77252,199,3620.871412
330.70975,199,3621.025415
334.67703,199,3621.108011
333.31268,199,3621.782967
338.32446,199,3622.329144
340.6093,199,3622.483973
334.21692,199,3622.586405
338.2719,199,3622.586426
340.1452,199,3622.855645
333.2013,199,3623.409973
326.77252,199,3623.762362
331.4118,199,3623.922626
335.79416,199,3624.010647
337.6162,199,3624.667688
343.04947,199,3625.213515
333.2177,199,3625.375896
334.45505,199,3625.474622
335.75092,199,3625.474642
343.19043,199,3625.731541
336.94986,199,3626.293915
337.42133,199,3626.642148
336.74808,199,3626.799271
332.15335,199,3626.886948
335.9123,199,3627.550863
336.29572,199,3628.091261
333.3099,199,3628.251032
339.1582,199,3628.350664
335.62015,199,3628.350684
332.14008,199,3628.604884
340.52994,199,3629.147723
343.69943,199,3629.49199
336.05338,199,3629.655165
337.00565,199,3629.745148
338.40604,199,3630.419186
343.0471,199,3630.975133
327.65805,199,3631.132869
340.70187,199,3631.231087
338.79236,199,3631.231108
336.50925,199,3631.498301
340.51282,199,3632.049895
335.45987,199,3632.395825
328.22018,199,3632.560288
333.041,199,3632.644105
337.76886,199,3633.299134
338.93527,199,3633.838704
337.38446,199,3634.006358
336.08786,199,3634.109328
343.2107,199,3634.109349
336.08508,199,3634.367409
334.81964,199,3636.450982
338.57538,199,3636.801301
339.34195,199,3636.960892
336.10938,199,3637.049072
337.1765,199,3637.707101
337.7447,199,3638.261848
339.9753,199,3638.419359
333.0341,199,3638.522136
336.38937,199,3638.522156
340.82584,199,3638.780686
335.39706,199,3639.355164
332.68912,199,3639.698084
344.61108,199,3639.859435
339.31033,199,3639.942442
336.28302,199,3640.602322
335.6472,199,3641.164474
333.60962,199,3641.341256
338.724,199,3641.46435
334.96423,199,3641.464376
336.71567,199,3641.732054
341.75406,199,3642.280984
335.31488,199,3642.631396
344.12927,199,3642.790508
342.23166,199,3642.874752
339.2259,199,3643.537522
332.2947,199,3644.075739
330.29294,199,3644.233251
341.95834,199,3644.33399
340.60437,199,3644.33401
344.76077,199,3644.598846
329.64877,199,3645.140495
342.3246,199,3645.486523
335.34607,199,3645.645336
334.91113,199,3645.732185
336.43753,199,3646.405506
336.206,199,3646.966292
340.86554,199,3647.125747
337.3199,199,3647.231267
334.57843,199,3647.231288
338.03906,199,3647.509111
332.64737,199,3648.076932
338.69693,199,3648.435402
335.27072,199,3648.599898
332.50668,199,3648.686918
332.79306,199,3649.359591
335.7668,199,3649.92331
338.40598,199,3650.07882
334.5303,199,3650.186143
339.27924,199,3650.186164
334.11334,199,3650.461657
337.36597,199,3652.631351
341.55197,199,3652.980667
336.55515,199,3653.152101
336.0245,199,3653.240771
336.58496,199,3653.925435
335.84024,199,3654.483754
342.36362,199,3654.65005
338.69046,199,3654.757582
334.0,199,3654.757602
337.5428,199,3655.024035
340.18018,199,3655.590037
334.78546,199,3655.949944
341.04755,199,3656.120521
336.07434,199,3656.21184
339.3091,199,3656.892453
333.64694,199,3657.447469
324.26068,199,3657.61071
338.2403,199,3657.711783
334.2312,199,3657.711803
338.56094,199,3657.986556
334.52783,199,3658.539315
339.995,199,3658.886107
338.3268,199,3659.043594
330.62036,199,3659.131568
342.2868,199,3659.816034
339.62512,199,3660.377671
337.74625,199,3660.539375
341.60803,199,3660.641672
331.9585,199,3660.641693
337.15598,199,3660.914239
341.81174,199,3661.462451
336.4775,199,3661.822938
335.35828,199,3661.987785
336.6449,199,3662.073931
332.94583,199,3662.752301
332.16928,199,3663.306035
338.8555,199,3663.475415
335.69788,199,3663.585019
342.90744,199,3663.58504
333.99194,199,3663.848315
334.75787,199,3664.422907
338.4557,199,3664.773258
342.16797,199,3664.941078
333.00113,199,3665.028303
334.29578,199,3665.705075
333.24496,199,3666.261724
341.92398,199,3666.42297
342.43744,199,3666.528589
336.9737,199,3666.52861
336.99915,199,3666.794035
333.57022,199,3668.93426
333.82736,199,3669.296053
336.46378,199,3669.468202
339.08783,199,3669.564778
340.88925,199,3670.231895
333.7419,199,3670.774223
332.9715,199,3670.945222
342.9381,199,3671.048432
337.41275,199,3671.048453
340.18372,199,3671.311624
326.4026,199,3675.209099
336.0876,199,3675.556257
335.34152,199,3675.713071
330.5122,199,3675.798562
326.9089,199,3676.461377
323.19565,199,3677.000362
323.8559,199,3677.15911
337.93018,199,3677.258558
329.74014,199,3677.258578
330.1088,199,3677.522151
332.53555,199,3678.074829
330.29935,199,3678.422302
332.25552,199,3678.581158
331.74985,199,3678.666316
325.0736,199,3679.32961
332.03928,199,3679.871685
331.79556,199,3680.03562
336.15265,199,3680.139343
331.83295,199,3680.139363
328.7169,199,3680.400878
320.08853,199,3680.949877
331.0455,199,3681.293252
326.4004,199,3681.451398
328.12045,199,3681.540641
324.319,199,3682.214214
329.54288,199,3682.756901
327.46722,199,3682.916754
326.48773,199,3683.019891
324.36963,199,3683.019911
323.27643,199,3683.283339
332.228,199,3683.831483
325.97006,199,3684.174378
324.19644,199,3684.337657
326.45563,199,3684.423384
328.0914,199,3685.076171
327.495,199,3685.612756
329.23984,199,3685.774498
334.0157,199,3685.874226
327.47278,199,3685.874246
328.21854,199,3686.138638
328.87363,199,3688.329608
326.60693,199,3688.678823
326.51517,199,3688.834208
330.49194,199,3688.923721
333.90506,199,3689.588301
321.25284,199,3690.13751
329.68265,199,3690.290751
337.53702,199,3690.391549
325.38293,199,3690.39157
325.23358,199,3690.649775
329.13608,199,3691.199829
332.05542,199,3691.542232
329.11307,199,3691.708133
334.1312,199,3691.799381
328.7775,199,3692.466333
332.25537,199,3693.015291
331.01788,199,3693.172224
333.41852,199,3693.273006
334.1482,199,3693.273026
333.67398,199,3693.53137
325.4879,199,3694.088765
329.67624,199,3694.528289
326.27103,199,3694.696188
326.23892,199,3694.785352
323.76965,199,3695.446338
330.151,199,3695.988714
325.42142,199,3696.151444
327.8606,199,3696.253346
325.99274,199,3696.253373
328.5878,199,3696.51911
334.77417,199,3697.064815
332.21597,199,3697.413351
329.25262,199,3697.565892
330.53894,199,3697.653364
333.98022,199,3698.314206
327.02652,199,3698.856083
326.85233,199,3699.012527
330.20483,199,3699.118124
325.3923,199,3699.118143
328.0854,199,3699.37572
323.65616,199,3699.915229
324.35724,199,3700.256644
334.37387,199,3700.414767
327.3987,199,3700.502681
327.64252,199,3701.165824
329.30994,199,3701.706948
324.6855,199,3701.8657
320.84326,199,3701.967227
331.66635,199,3701.967248
328.22293,199,3702.227097
329.6348,199,3702.76911
331.51422,199,3704.645082
329.6735,199,3704.809657
324.30923,199,3704.896033
325.0124,199,3705.560036
319.97675,199,3706.12929
331.3199,199,3706.292723
320.68152,199,3706.397705
333.08566,199,3706.397732
328.52136,199,3706.664196
326.29315,199,3707.218437
331.88464,199,3707.56821
326.09134,199,3707.736838
331.19666,199,3707.82017
334.13712,199,3708.514659
333.26233,199,3709.059653
328.46167,199,3709.218907
326.94815,199,3709.316959
330.0376,199,3709.31698
338.16153,199,3709.582996
333.39026,199,3710.129808
330.02194,199,3710.484154
334.14813,199,3710.645993
332.51486,199,3710.734459
328.35452,199,3711.392302
331.72263,199,3711.9227
322.58505,199,3712.085036
329.55423,199,3712.187908
337.09445,199,3712.187928
325.0821,199,3712.445583
329.80447,199,3712.992136
335.4264,199,3713.345907
329.64713,199,3713.508718
327.39462,199,3713.595208
325.19208,199,3714.277025
335.508,199,3714.82366
327.56406,199,3714.984464
329.00244,199,3715.085935
330.50732,199,3715.085955
331.52988,199,3715.351931
323.34354,199,3715.915217
335.2937,199,3716.258746
331.7999,199,3716.42049
330.584,199,3716.509519
328.18872,199,3717.185329
328.48376,199,3717.738287
327.58224,199,3717.899904
333.28708,199,3718.008889
332.01935,199,3718.008909
331.52988,199,3718.273601
331.66913,199,3718.834455
327.97205,199,3720.778178
335.06128,199,3720.93944
331.7031,199,3721.026133
325.9503,199,3721.716588
331.6314,199,3722.281972
332.71307,199,3722.443707
324.57483,199,3722.548838
329.6712,199,3722.548865
326.61038,199,3722.818496
334.24356,199,3723.381403
330.12244,199,3723.726547
323.58652,199,3723.894215
320.40082,199,3723.9766
324.86395,199,3724.647653
326.68872,199,3725.197398
325.46744,199,3725.360065
328.15628,199,3725.467439
332.92212,199,3725.467459
326.6949,199,3725.728758
325.98346,199,3726.301345
337.11526,199,3726.647966
328.19318,199,3726.809214
327.281,199,3726.903034
332.7444,199,3727.585017
328.47003,199,3728.139562
324.29495,199,3728.30353
323.87198,199,3728.410958
328.75934,199,3728.410977
325.43103,199,3728.678095
327.78647,199,3729.232032
326.88187,199,3729.584469
324.0572,199,3729.742693
329.69434,199,3729.836071
327.29282,199,3730.508236
332.79776,199,3731.058993
322.28043,199,3731.220281
330.59488,199,3731.322425
334.93454,199,3731.322446
323.95926,199,3731.588616
332.5647,199,3732.14773
335.12036,199,3732.497536
323.9939,199,3732.663836
329.58856,199,3732.753154
326.75992,199,3733.428299
333.8675,199,3733.983878
327.97046,199,3734.149285
334.75568,199,3734.25125
321.36804,199,3734.251271
327.21378,199,3734.514199
329.51257,199,3735.075094
334.3134,199,3737.007743
330.93427,199,3737.16439
331.80286,199,3737.24643
323.64178,199,3737.920501
326.6894,199,3738.461245
334.6991,199,3738.614143
324.04193,199,3738.717526
323.29486,199,3738.717546
324.326,199,3738.976108
333.42554,199,3739.528019
325.42096,199,3739.8748
333.0721,199,3740.037476
322.68655,199,3740.126028
335.31683,199,3740.797685
325.13846,199,3744.718301
323.99072,199,3744.876464
327.3148,199,3744.979899
329.46066,199,3744.979919
328.28513,199,3745.245139
337.79266,199,3745.791759
331.04858,199,3746.141031
330.6676,199,3746.295829
327.68854,199,3746.382586
332.29507,199,3747.04678
331.91595,199,3747.614396
332.5458,199,3747.779838
333.72614,199,3747.880299
330.76337,199,3747.880319
334.1603,199,3748.140179
335.73447,199,3748.691032
339.17426,199,3749.034231
338.71628,199,3749.194449
340.9216,199,3749.275782
334.39252,199,3749.938563
335.8703,199,3750.480558
333.24796,199,3750.636494
333.82303,199,3750.738885
333.59668,199,3750.738905
327.70526,199,3751.004115
334.58136,199,3751.561552
333.6524,199,3751.924506
330.5961,199,3752.084702
339.27634,199,3752.174465
329.91257,199,3752.824821
337.00565,199,3753.37623
334.26273,199,3753.537605
326.73203,199,3753.638732
334.39145,199,3753.638752
332.0298,199,3753.909695
330.81265,199,3754.458977
340.38217,199,3756.353432
329.79904,199,3756.5207
331.34766,199,3756.609113
334.1239,199,3757.264516
332.09262,199,3757.804705
340.1835,199,3757.959838
332.1775,199,3758.063644
331.3588,199,3758.064871
335.43692,199,3758.326227
343.25488,199,3758.872568
332.30545,199,3759.218657
331.6846,199,3759.376475
338.73697,199,3759.46422
338.4009,199,3760.142164
328.73627,199,3760.699913
331.68497,199,3760.862382
337.39285,199,3760.967622
339.86893,199,3760.967649
338.9282,199,3761.232487
335.3845,199,3761.773876
330.2827,199,3762.114549
330.89218,199,3762.273475
340.45044,199,3762.355733
329.80057,199,3763.010284
335.42514,199,3763.544372
340.82538,199,3763.699175
333.95688,199,3763.803608
335.31635,199,3763.803629
344.66934,199,3764.062789
337.0305,199,3764.601414
333.44125,199,3764.941638
336.43738,199,3765.09886
331.42267,199,3765.182602
332.42474,199,3765.843716
341.1569,199,3766.390127
335.8153,199,3766.556061
331.96835,199,3766.661946
335.8976,199,3766.661965
338.42914,199,3766.926513
333.125,199,3767.471307
341.76703,199,3767.813974
329.47498,199,3767.972971
332.85852,199,3768.059218
330.07065,199,3768.720456
330.56845,199,3769.270206
331.15692,199,3769.434997
331.07962,199,3769.535736
335.2064,199,3769.535756
336.7424,199,3769.798699
329.31662,199,3770.338132
326.67255,199,3772.227086
327.72537,199,3772.381405
336.48447,199,3772.467255
334.23062,199,3773.127262
332.99237,199,3773.665581
339.49167,199,3773.825348
333.75528,199,3773.924908
330.6944,199,3773.924928
335.1814,199,3774.183506
330.2965,199,3774.724392
335.21704,199,3775.066607
334.50894,199,3775.2223
331.83002,199,3775.30866
326.6803,199,3775.962335
330.3233,199,3776.502168
337.6413,199,3776.657557
332.54538,199,3776.758661
335.6951,199,3776.758682
344.45245,199,3777.02174
340.90656,199,3777.574325
341.47827,199,3777.918693
335.12793,199,3778.076182
337.2764,199,3778.159547
331.49124,199,3778.823348
334.33145,199,3779.369326
338.5584,199,3779.527586
338.31226,199,3779.62864
335.36102,199,3779.628661
331.35614,199,3779.892775
326.54498,199,3780.448982
333.55692,199,3780.792485
339.1946,199,3780.956214
334.8761,199,3781.044965
331.50626,199,3781.692095
338.6685,199,3782.238227
338.3325,199,3782.399905
335.35095,199,3782.499559
331.33746,199,3782.499578
338.12204,199,3782.770565
338.9467,199,3783.305948
335.1102,199,3783.644407
337.0188,199,3783.800177
337.34232,199,3783.888279
331.7358,199,3784.544396
337.6548,199,3785.086425
336.30093,199,3785.244295
335.67838,199,3785.340725
338.1591,199,3785.340745
329.39676,199,3785.598124
330.38953,199,3786.150191
334.0882,199,3786.495811
330.60995,199,3788.177306
337.88074,199,3788.268009
338.45657,199,3788.923919
333.17108,199,3789.469029
333.7047,199,3789.629341
336.84406,199,3789.722766
342.7006,199,3789.722785
332.37585,199,3789.988285
334.05963,199,3790.537554
332.45203,199,3790.877737
336.5589,199,3791.039407
341.6293,199,3791.130559
338.10623,199,3791.791104
337.37448,199,3792.338995
337.40524,199,3792.503302
331.65198,199,3792.60759
334.47202,199,3792.60761
331.5237,199,3792.867348
332.7193,199,3793.409746
328.17337,199,3793.750252
334.41678,199,3793.904749
334.7175,199,3793.99159
336.96973,199,3794.65293
332.41327,199,3795.19659
341.6764,199,3795.356058
337.3867,199,3795.451034
334.86945,199,3795.451054
333.68796,199,3795.71399
346.7322,199,3796.252094
336.7514,199,3796.588244
332.61563,199,3796.748195
332.21063,199,3796.836998
336.39276,199,3797.488047
331.8287,199,3798.022162
331.00513,199,3798.18158
337.48767,199,3798.285806
334.79697,199,3798.285826
331.12988,199,3798.542971
335.17755,199,3799.097939
333.07727,199,3799.442069
333.6802,199,3799.594292
342.86554,199,3799.679906
338.0525,199,3800.332343
339.65305,199,3800.976398
328.18192,199,3801.133827
330.8318,199,3801.235902
334.42328,199,3801.235923
336.2209,199,3801.49238
336.7861,199,3802.045225
340.85788,199,3802.38072
333.6913,199,3804.061115
334.71188,199,3804.149272
335.41275,199,3804.806057
336.6532,199,3805.352286
331.7089,199,3805.51268
331.06198,199,3805.612303
333.95322,199,3805.612324
337.0353,199,3805.868806
333.29486,199,3806.415114
331.9536,199,3806.759974
339.19666,199,3806.914138
328.2789,199,3807.002456
329.7344,199,3807.653821
333.7356,199,3808.187315
331.28342,199,3808.348051
337.37183,199,3808.446976
340.9496,199,3808.446995
340.57028,199,3808.698102
328.0802,199,3809.248128
332.2617,199,3812.960294
332.74664,199,3813.121363
336.37784,199,3813.20926
330.16888,199,3813.865741
325.89514,199,3814.406295
331.84402,199,3814.559735
325.41403,199,3814.660814
329.71136,199,3814.660835
331.11346,199,3814.919752
318.2174,199,3815.459031
321.56958,199,3815.805104
329.33984,199,3815.965909
317.17242,199,3816.054902
325.62405,199,3816.705577
324.87875,199,3817.249025
325.99557,199,3817.400466
319.73917,199,3817.499337
325.40137,199,3817.499357
329.25903,199,3817.758824
316.73276,199,3818.303422
323.09518,199,3818.645812
320.06213,199,3818.807127
318.91113,199,3818.889887
316.86105,199,3819.540162
325.44894,199,3820.074758
322.30112,199,3820.227655
317.38037,199,3820.329905
331.90408,199,3820.329925
327.2533,199,3820.594584
323.8384,199,3821.140372
328.42822,199,3821.481717
326.00717,199,3821.639388
319.85526,199,3823.251274
319.0673,199,3823.904121
325.04984,199,3824.444065
315.60513,199,3824.607087
330.93417,199,3824.701956
320.16467,199,3824.701975
329.89508,199,3824.968333
322.45312,199,3825.51925
324.68942,199,3825.861352
323.1712,199,3826.025428
323.1168,199,3826.11168
317.49622,199,3826.760466
317.43338,199,3827.294533
329.59146,199,3827.462707
332.4104,199,3827.56611
329.69064,199,3827.566133
323.20193,199,3827.836743
315.51874,199,3828.413512
329.43018,199,3828.760145
329.70505,199,3828.917745
327.35947,199,3829.004283
323.70853,199,3829.674729
319.73175,199,3830.226779
319.38715,199,3830.388174
322.97778,199,3830.492753
319.33887,199,3830.492773
325.5587,199,3830.751664
325.92206,199,3831.306626
315.03485,199,3831.645762
322.9616,199,3831.812802
317.59247,199,3831.897369
318.77518,199,3832.557722
327.03012,199,3833.099289
318.8413,199,3833.258111
320.1858,199,3833.360122
321.36313,199,3833.360143
330.53812,199,3833.632942
324.35043,199,3834.184282
327.88562,199,3834.534631
325.02844,199,3834.696417
320.11465,199,3834.781041
322.95663,199,3835.44963
311.64694,199,3835.999023
319.2572,199,3836.161529
322.93985,199,3836.267883
324.64056,199,3836.267903
324.26675,199,3836.528718
326.87195,199,3837.083821
313.48776,199,3837.440944
325.26328,199,3837.602778
321.21594,199,3839.242326
323.0481,199,3839.925412
316.32526,199,3840.484111
313.10294,199,3840.645836
321.92322,199,3840.750213
325.52982,199,3840.750233
328.188,199,3841.019747
321.90823,199,3841.58034
324.47565,199,3841.933062
311.7681,199,3842.094836
331.135,199,3842.184927
322.1089,199,3842.848428
325.2216,199,3843.411006
317.3486,199,3843.571344
314.3994,199,3843.675771
323.06378,199,3843.675791
322.41147,199,3843.94497
316.34546,199,3844.49319
327.97656,199,3844.839441
317.41687,199,3844.99715
326.12085,199,3845.085538
326.7057,199,3845.756448
324.90063,199,3846.303851
318.81616,199,3846.466323
326.6415,199,3846.570643
333.95285,199,3846.570663
321.10736,199,3846.832001
317.7539,199,3847.38272
326.67117,199,3847.726876
320.02374,199,3847.887613
324.33746,199,3847.973812
324.48587,199,3848.652029
325.3602,199,3849.202801
327.21268,199,3849.370883
321.8538,199,3849.475777
320.98975,199,3849.475797
326.45898,199,3849.740244
328.66187,199,3850.300224
312.96948,199,3850.645897
329.4448,199,3850.801302
319.54587,199,3850.889962
321.77216,199,3851.566727
325.48358,199,3852.1169
324.62674,199,3852.282329
329.77032,199,3852.387436
324.35532,199,3852.387455
324.92676,199,3852.653628
329.9511,199,3853.205334
318.2841,199,3853.561
323.2104,199,3853.720918
324.2936,199,3853.808866
320.15942,199,3856.053741
322.32385,199,3856.599295
328.7412,199,3856.766967
324.32742,199,3856.872693
320.86597,199,3856.872713
327.99106,199,3857.142178
328.12073,199,3857.711155
310.65543,199,3858.067023
324.5731,199,3858.230995
326.1481,199,3858.316758
326.0663,199,3858.987352
317.82416,199,3859.525878
322.4897,199,3859.680372
319.54712,199,3859.78288
323.35532,199,3859.7829
319.93515,199,3860.049573
314.66608,199,3860.604411
328.67755,199,3860.952671
316.81003,199,3861.111209
323.0403,199,3861.195281
326.09003,199,3861.865893
323.30936,199,3862.42063
312.40134,199,3862.580516
313.7932,199,3862.690922
321.76968,199,3862.690942
314.25598,199,3862.957315
314.3354,199,3863.503094
318.17847,199,3863.847636
319.3861,199,3864.011454
320.8702,199,3864.098659
324.32883,199,3864.760075
319.64374,199,3865.303587
318.92767,199,3865.464923
321.93698,199,3865.566909
325.34332,199,3865.56693
327.30328,199,3865.833821
327.41733,199,3866.392341
319.19418,199,3866.733767
322.5895,199,3866.892006
320.2224,199,3866.974596
324.67062,199,3867.645311
322.95007,199,3868.231038
320.6201,199,3868.391082
323.67908,199,3868.49435
323.0972,199,3868.494373
323.24634,199,3868.757842
321.34317,199,3869.321984
323.28256,199,3869.670693
324.81598,199,3869.824679
319.43533,199,3869.909958
321.9469,199,3872.08929
325.33908,199,3872.644763
326.12213,199,3872.802062
321.54135,199,3872.90448
317.7,199,3872.904501
317.2374,199,3873.171206
324.8936,199,3873.725076
322.525,199,3874.07629
326.7921,199,3874.241211
331.37836,199,3874.329756
320.49518,199,3874.996899
326.7163,199,3875.554232
316.4896,199,3875.722159
323.48758,199,3875.83121
319.83786,199,3875.831232
317.22183,199,3876.085245
327.04584,199,3876.642941
318.01645,199,3876.98939
322.5136,199,3877.147754
329.29727,199,3877.235236
321.74722,199,3877.909067
328.20435,199,3881.971063
327.7209,199,3882.130892
324.80594,199,3882.233986
320.06583,199,3882.234007
324.82684,199,3882.501042
337.176,199,3883.054631
326.52274,199,3883.407615
330.0899,199,3883.566396
332.90305,199,3883.651122
335.16882,199,3884.34123
332.34317,199,3884.897368
340.06845,199,3885.058864
337.61786,199,3885.161186
334.0165,199,3885.161206
333.5432,199,3885.430949
337.06958,199,3885.993522
334.92233,199,3886.348994
327.25153,199,3886.511796
333.62778,199,3886.603285
333.6575,199,3887.28573
339.21243,199,3887.848905
331.49625,199,3888.014163
340.075,199,3888.119074
337.24652,199,3888.119095
338.89032,199,3888.391108
339.74515,199,3888.96557
337.1829,199,3889.316067
335.75174,199,3889.482895
334.98712,199,3889.573974
335.9148,199,3891.813045
337.97238,199,3892.362099
332.57684,199,3892.526305
335.64764,199,3892.631268
343.17163,199,3892.631288
342.02335,199,3892.89614
336.70413,199,3893.463461
336.89453,199,3893.815718
338.95978,199,3893.982028
340.87357,199,3894.070804
332.79218,199,3894.7417
338.46017,199,3895.301962
336.87637,199,3895.463639
338.87115,199,3895.57029
335.37207,199,3895.57031
340.8584,199,3895.830866
335.53452,199,3896.38556
341.3899,199,3896.736161
339.6823,199,3896.898112
333.65384,199,3896.987307
336.89905,199,3897.662077
334.1228,199,3898.226459
349.4605,199,3898.39496
332.26837,199,3898.497006
339.09402,199,3898.497027
335.50684,199,3898.771424
341.5722,199,3899.336518
345.00604,199,3899.68871
335.6013,199,3899.850123
342.1448,199,3899.937903
345.25812,199,3900.596925
334.279,199,3901.155156
338.81897,199,3901.319478
339.7581,199,3901.423676
339.35974,199,3901.423696
339.5567,199,3901.682114
339.13742,199,3902.232452
345.8921,199,3902.589312
338.43582,199,3902.767259
336.71985,199,3902.852624
336.8145,199,3903.506474
340.82822,199,3904.050999
338.3138,199,3904.2064
343.62646,199,3904.312017
337.49442,199,3904.312226
334.34872,199,3904.579401
343.20212,199,3905.152296
344.50967,199,3905.491251
339.7339,199,3905.652514
341.97745,199,3905.744384
337.60678,199,3907.925574
341.65845,199,3908.464273
341.16006,199,3908.620899
340.69595,199,3908.722213
343.9781,199,3908.722234
338.1903,199,3908.992831
339.59354,199,3909.564572
332.18546,199,3909.919652
335.1058,199,3910.07765
336.31052,199,3910.162289
342.52283,199,3910.832224
343.7796,199,3911.49507
332.8796,199,3911.655345
332.95767,199,3911.760741
341.81705,199,3911.760762
336.8793,199,3912.024613
343.65607,199,3912.588825
337.9897,199,3912.942785
338.1994,199,3913.106991
340.6469,199,3913.197176
344.49506,199,3913.873107
337.44598,199,3914.425237
341.67572,199,3914.590457
335.52435,199,3914.693577
338.07758,199,3914.6936
338.80646,199,3914.957446
339.23477,199,3915.5207
340.27628,199,3915.865464
337.92694,199,3916.031394
342.93002,199,3916.118285
338.70447,199,3916.779042
336.04865,199,3917.331269
338.1835,199,3917.490371
335.9852,199,3917.595001
333.5749,199,3917.595021
343.0659,199,3917.874125
340.5087,199,3918.428844
343.05643,199,3918.778397
331.91138,199,3918.938069
345.04303,199,3919.026433
342.62784,199,3919.705088
338.17633,199,3920.258301
339.1239,199,3920.415829
340.41113,199,3920.515433
341.0486,199,3920.515454
330.92438,199,3920.779057
336.32254,199,3921.333675
338.08728,199,3921.680599
340.11414,199,3921.844439
339.31964,199,3921.933291
336.7892,199,3924.155412
342.8694,199,3924.717363
328.9725,199,3924.878444
340.07303,199,3924.981211
340.39072,199,3924.981231
336.50055,199,3925.24857
342.3591,199,3925.801544
339.15707,199,3926.154333
340.497,199,3926.316646
343.37738,199,3926.404864
328.58008,199,3927.074541
336.99646,199,3927.639494
337.2724,199,3927.803645
334.6875,199,3927.908422
339.1405,199,3927.908443
333.31885,199,3928.185677
337.89578,199,3928.753059
339.23694,199,3929.108873
333.93964,199,3929.274191
341.8316,199,3929.3642
334.05167,199,3930.035491
340.2395,199,3930.589609
337.24966,199,3930.750271
337.5899,199,3930.854645
336.42523,199,3930.854665
339.57407,199,3931.125033
341.91177,199,3931.688104
340.3071,199,3932.042783
342.24942,199,3932.202748
342.4235,199,3932.291358
333.96924,199,3932.968037
340.20764,199,3933.514714
339.34344,199,3933.667498
341.44016,199,3933.769056
340.46713,199,3933.769076
336.03397,199,3934.03362
337.0296,199,3934.5946
337.71194,199,3934.951366
337.9364,199,3935.110247
340.11362,199,3935.202218
341.65448,199,3935.870964
338.1159,199,3936.420372
337.30338,199,3936.58253
335.1704,199,3936.683419
338.4963,199,3936.683439
341.01022,199,3936.942513
343.18,199,3937.481416
339.94214,199,3937.82845
340.20325,199,3937.980422
345.77936,199,3938.070322
342.28387,199,3940.257533
337.82214,199,3940.810556
337.53683,199,3940.972951
344.7397,199,3941.07879
340.0492,199,3941.078815
335.29205,199,3941.337908
336.89737,199,3941.926075
347.21515,199,3942.262603
342.30118,199,3942.422516
335.17624,199,3942.510194
341.082,199,3943.178084
339.46902,199,3943.720637
340.86765,199,3943.875584
338.23865,199,3943.975557
346.04962,199,3943.976722
342.37628,199,3944.234457
342.54813,199,3944.780127
341.12457,199,3945.118943
338.87103,199,3945.277201
