Wall time,Step,Value
1741454300.9776952,20480,14.0
1741454335.3995192,40960,15.520000457763672
1741454369.8229077,61440,15.979999542236328
1741454404.3627374,81920,14.270000457763672
1741454439.213426,102400,14.380000114440918
1741454473.8041637,122880,14.1899995803833
1741454508.299605,143360,12.100000381469727
1741454542.6015959,163840,11.180000305175781
1741454576.6728241,184320,8.130000114440918
1741454610.5760438,204800,5.769999980926514
1741454644.50351,225280,5.579999923706055
1741454678.2536192,245760,5.610000133514404
1741454711.865937,266240,5.670000076293945
1741454745.2920494,286720,4.789999961853027
1741454778.5262866,307200,5.900000095367432
1741454811.2732966,327680,5.789999961853027
1741454843.9579287,348160,6.25
1741454876.4818065,368640,6.789999961853027
1741454909.0397427,389120,7.230000019073486
1741454941.6003573,409600,7.519999980926514
1741454974.3290782,430080,7.070000171661377
1741455007.047067,450560,6.809999942779541
1741455039.6933227,471040,6.909999847412109
1741455072.3507526,491520,7.010000228881836
1741455104.9629138,512000,7.239999771118164
1741455137.329578,532480,6.539999961853027
1741455169.7156806,552960,7.400000095367432
1741455202.1494815,573440,7.21999979019165
1741455234.5915396,593920,6.889999866485596
1741455267.0071456,614400,6.639999866485596
1741455299.4154963,634880,6.929999828338623
1741455331.9179149,655360,6.869999885559082
1741455364.0792928,675840,6.949999809265137
1741455396.3376462,696320,7.070000171661377
1741455428.4706836,716800,6.800000190734863
1741455460.5944502,737280,6.889999866485596
1741455492.8519633,757760,6.909999847412109
1741455525.0387344,778240,6.789999961853027
1741455557.154397,798720,7.239999771118164
1741455589.388187,819200,7.559999942779541
1741455621.2856085,839680,7.5
1741455653.2845168,860160,7.019999980926514
1741455685.1700935,880640,6.670000076293945
1741455717.0293567,901120,6.78000020980835
1741455748.9611936,921600,7.420000076293945
1741455780.8159235,942080,7.829999923706055
1741455812.7586424,962560,7.130000114440918
1741455844.780548,983040,7.789999961853027
1741455876.534907,1003520,7.940000057220459
1741455908.2587292,1024000,7.449999809265137
1741455939.9839725,1044480,7.489999771118164
1741455971.7730136,1064960,8.680000305175781
1741456003.4655514,1085440,8.869999885559082
1741456035.1908212,1105920,8.40999984741211
1741456066.9564638,1126400,8.920000076293945
1741456098.8163562,1146880,9.039999961853027
1741456130.5373516,1167360,9.039999961853027
1741456162.244461,1187840,9.319999694824219
1741456194.01041,1208320,9.829999923706055
1741456225.7171032,1228800,8.510000228881836
1741456257.5298483,1249280,9.770000457763672
1741456289.2131488,1269760,9.300000190734863
1741456321.0624466,1290240,10.100000381469727
1741456352.861607,1310720,10.130000114440918
1741456384.6795442,1331200,10.710000038146973
1741456416.4655855,1351680,10.829999923706055
1741456448.329728,1372160,11.170000076293945
1741456480.0539184,1392640,11.59000015258789
1741456511.7526674,1413120,10.829999923706055
1741456543.4762857,1433600,11.710000038146973
1741456575.4099042,1454080,13.6899995803833
1741456607.4763598,1474560,13.880000114440918
1741456639.3245187,1495040,14.619999885559082
1741456671.0732594,1515520,12.869999885559082
1741456702.7867322,1536000,12.300000190734863
1741456734.6631634,1556480,14.619999885559082
1741456766.461247,1576960,15.270000457763672
1741456798.5120988,1597440,15.75
1741456830.2263203,1617920,11.970000267028809
1741456862.2019362,1638400,16.389999389648438
1741456893.9516304,1658880,15.369999885559082
1741456925.719406,1679360,15.420000076293945
1741456957.5383635,1699840,18.399999618530273
1741456989.4891746,1720320,19.709999084472656
1741457021.3282907,1740800,19.739999771118164
1741457053.1054175,1761280,19.760000228881836
1741457084.9441197,1781760,20.75
1741457116.7332802,1802240,20.34000015258789
1741457148.5952196,1822720,20.760000228881836
1741457180.4933364,1843200,20.81999969482422
1741457212.3654106,1863680,23.6299991607666
1741457244.2153542,1884160,21.760000228881836
1741457276.070609,1904640,23.770000457763672
1741457307.9429173,1925120,22.940000534057617
1741457339.7973397,1945600,21.709999084472656
1741457371.7629158,1966080,20.299999237060547
1741457403.563699,1986560,21.950000762939453
1741457435.364714,2007040,20.889999389648438
1741457467.2145228,2027520,19.81999969482422
1741457499.0743873,2048000,20.520000457763672
1741457530.9470816,2068480,20.5
1741457562.8307657,2088960,19.979999542236328
