,cae_mean,cae_std,ce_mean,ce_std
0.0,107.23019125830959,1.4210854715202004e-14,95.65155666321516,0.0
0.0025,117.87658494262338,3.194868463172131,198.62774454176426,10.913547864972934
0.005,134.80147599784158,6.381007786721644,338.02229448884725,17.391083386304416
0.0075,153.65552469656959,6.550390211221104,423.103885628432,18.629387128704256
0.01,175.82092718589348,9.558191665340354,487.0711538670957,19.092448478752473
0.02,270.38333639028247,20.524530167958854,607.4164373980462,22.814262356046008
0.03,360.69095296332154,27.992441424225525,663.7120891593397,18.352562041046294
