,cae_mean,cae_std,ce_mean,ce_std
0.0,29.455334628588385,0.0,101.19354399188887,0.0
0.0025,46.91780464502589,2.448032896755253,169.49628578810953,6.87947927920624
0.005,76.6946368492676,4.604661625412393,284.33706138432956,16.437139919328303
0.0075,108.33893573410558,5.742657551220211,377.3577607716876,17.1787659446354
0.01,139.3215591692276,8.03968588212294,446.55277996463,16.144546331288485
0.02,260.57466942833673,24.248732229540188,582.1697535003489,15.020872959613667
0.03,377.2281848776584,38.13690422832734,640.5045651495759,18.500266523709797
