,cae_mean,cae_std,ce_mean,ce_std
0.0,26.28583194110466,0.0,228.2981226556003,0.0
0.0025,61.165201896262346,3.1919655167048453,371.98808124464006,12.413821544057061
0.005,98.89411540965887,4.844624667605519,481.33387210076677,16.02680818343025
0.0075,138.41892447058888,9.662421852800717,544.7143308717572,15.087160625189119
0.01,170.50657901063892,13.700492724558682,584.1650019816309,14.491732264052441
0.02,297.1342777038115,32.39768948778303,668.067630529385,13.731872424184218
0.03,414.98970264360526,54.52898794366205,705.8356491070055,12.320124738384358
