Wall time,Step,Value
1741807399.6529553,20480,-104.9957046508789
1741807438.7354453,40960,-104.97116088867188
1741807478.170413,61440,-103.60044860839844
1741807517.268335,81920,-99.11148071289062
1741807556.551805,102400,-92.97130584716797
1741807597.1650534,122880,-86.83373260498047
1741807637.49751,143360,-80.03465270996094
1741807677.8235497,163840,-83.758056640625
1741807718.0617218,184320,-85.43262481689453
1741807758.1354883,204800,-81.76557159423828
1741807798.0410035,225280,-78.5170669555664
1741807837.965494,245760,-75.95895385742188
1741807877.7648025,266240,-86.29293823242188
1741807917.633945,286720,-88.35202026367188
1741807957.5267844,307200,-40.34527587890625
1741807997.3375518,327680,106.12145233154297
1741808037.1109867,348160,143.89791870117188
1741808076.804423,368640,182.52342224121094
1741808116.257377,389120,223.71359252929688
1741808155.7022336,409600,232.51431274414062
1741808196.744247,430080,220.3446807861328
1741808236.037075,450560,201.02328491210938
1741808275.191493,471040,236.7770538330078
1741808314.165457,491520,270.1595764160156
1741808353.044105,512000,286.8855895996094
1741808391.5052323,532480,297.2665100097656
1741808429.8155365,552960,257.4146423339844
1741808468.1851497,573440,266.49114990234375
1741808506.075937,593920,281.8978271484375
1741808543.9683437,614400,268.359375
1741808581.7010572,634880,317.5228271484375
1741808619.0928826,655360,323.76287841796875
1741808656.1849368,675840,287.95379638671875
1741808693.308369,696320,322.31182861328125
1741808730.1021998,716800,338.2801513671875
1741808766.6792305,737280,332.24468994140625
1741808803.037844,757760,346.6479187011719
1741808839.1039562,778240,325.00634765625
1741808875.2348738,798720,321.9146423339844
1741808911.402745,819200,312.0941467285156
1741808947.4448206,839680,321.9115295410156
1741808984.8674743,860160,333.7976989746094
1741809020.6841733,880640,320.2022399902344
1741809056.2599616,901120,339.6780090332031
1741809091.6813612,921600,327.4578552246094
1741809127.2322514,942080,319.5356750488281
1741809162.529619,962560,342.6799621582031
1741809197.7732835,983040,338.8721008300781
1741809232.914315,1003520,357.9248962402344
1741809267.9210207,1024000,360.56781005859375
1741809302.703911,1044480,363.898681640625
1741809337.493793,1064960,352.3966369628906
1741809372.2311301,1085440,354.1413269042969
1741809406.929235,1105920,333.58380126953125
1741809441.6512501,1126400,316.0891418457031
1741809476.4214513,1146880,315.0703430175781
1741809511.0931735,1167360,314.8988952636719
1741809545.8232791,1187840,307.2147521972656
1741809582.3623111,1208320,346.2706604003906
1741809617.9470165,1228800,328.73773193359375
1741809652.9579272,1249280,334.2283935546875
1741809687.670777,1269760,352.6557922363281
1741809723.9943557,1290240,358.6915283203125
1741809758.5656042,1310720,362.083740234375
1741809793.3893483,1331200,365.1478576660156
1741809828.165069,1351680,364.5167236328125
1741809862.8811483,1372160,354.24664306640625
1741809897.6800137,1392640,364.4238586425781
1741809932.235758,1413120,359.38165283203125
1741809966.7937431,1433600,363.25152587890625
1741810001.746042,1454080,-348.7245178222656
1741810036.4643133,1474560,-45.75007629394531
1741810073.5098639,1495040,-105.99557495117188
1741810110.4719343,1515520,-105.99557495117188
1741810147.5715573,1536000,-109.10480499267578
1741810184.4361694,1556480,-105.10983276367188
1741810221.5068996,1576960,-105.10983276367188
1741810258.585106,1597440,-105.10983276367188
1741810295.604405,1617920,-105.10983276367188
1741810332.6859283,1638400,-105.10983276367188
1741810369.7294462,1658880,-105.10983276367188
1741810406.825878,1679360,-105.10983276367188
1741810443.9965847,1699840,-105.10983276367188
1741810481.0491223,1720320,-105.10983276367188
1741810518.1188948,1740800,-105.10983276367188
1741810555.171582,1761280,-105.10983276367188
1741810592.3440409,1781760,-105.10983276367188
1741810629.454048,1802240,-105.10983276367188
1741810666.7594302,1822720,-105.10983276367188
1741810704.2764525,1843200,-105.10983276367188
1741810741.4188688,1863680,-105.10983276367188
1741810778.6539874,1884160,-105.10983276367188
1741810815.8703527,1904640,-105.10983276367188
1741810853.1024256,1925120,-105.10983276367188
1741810890.3576946,1945600,-105.10983276367188
1741810927.678893,1966080,-105.10983276367188
1741810964.8104515,1986560,-105.10983276367188
1741811001.993494,2007040,-105.10983276367188
1741811039.1524606,2027520,-105.10983276367188
1741811076.4596817,2048000,-105.10983276367188
1741811113.701104,2068480,-105.10983276367188
1741811151.0107388,2088960,-105.10983276367188
1741811188.1654441,2109440,-105.10983276367188
1741811225.3978643,2129920,-105.10983276367188
1741811262.8937626,2150400,-105.10983276367188
1741811300.2364438,2170880,-105.10983276367188
1741811337.58635,2191360,-105.10983276367188
1741811375.0311785,2211840,-105.10983276367188
1741811412.3026938,2232320,-105.10983276367188
1741811449.5768247,2252800,-105.10983276367188
1741811486.7755606,2273280,-105.10983276367188
1741811524.0081093,2293760,-105.10983276367188
1741811561.261677,2314240,-104.52348327636719
1741811598.4961276,2334720,-105.99557495117188
1741811635.805872,2355200,-105.99557495117188
1741811672.9837337,2375680,-105.99557495117188
1741811710.195194,2396160,-105.0313949584961
1741811747.4894772,2416640,-105.99557495117188
1741811782.4973233,2437120,263.63714599609375
1741811819.535519,2457600,-105.99557495117188
1741811856.4648077,2478080,-105.06644439697266
1741811893.404256,2498560,-105.10983276367188
1741811930.354689,2519040,-105.10983276367188
1741811967.3719044,2539520,-105.99557495117188
1741812003.4704266,2560000,-110.60256958007812
1741812040.5778365,2580480,-105.10983276367188
1741812077.564184,2600960,-105.10983276367188
1741812114.4960988,2621440,-105.99557495117188
1741812151.612999,2641920,-105.99557495117188
1741812188.707186,2662400,-105.99557495117188
1741812223.7477326,2682880,4.362070560455322
1741812260.864843,2703360,-105.10983276367188
1741812297.94981,2723840,-105.10983276367188
1741812335.0499103,2744320,-105.10983276367188
1741812369.7982364,2764800,-213.67222595214844
1741812406.8874466,2785280,-105.10983276367188
1741812444.0873885,2805760,-105.10983276367188
1741812481.1940424,2826240,-105.10983276367188
1741812516.0768197,2846720,7.995097637176514
1741812552.9978476,2867200,-105.10983276367188
1741812590.0211906,2887680,-105.10983276367188
1741812627.025722,2908160,-105.10983276367188
1741812664.1227324,2928640,-105.10983276367188
1741812701.0324209,2949120,-105.10983276367188
1741812738.1183245,2969600,-105.10983276367188
1741812775.097683,2990080,-105.10983276367188
1741812812.024776,3010560,-105.10983276367188
1741812848.9959528,3031040,-105.10983276367188
1741812886.1014702,3051520,-105.10983276367188
1741812922.9551852,3072000,-105.10983276367188
1741812959.6850185,3092480,-105.10983276367188
1741812996.5052435,3112960,-105.10983276367188
1741813033.4122472,3133440,-105.10983276367188
1741813070.4310145,3153920,-105.10983276367188
1741813107.4858434,3174400,-105.10983276367188
1741813144.2274585,3194880,-105.10983276367188
1741813181.0100508,3215360,-105.10983276367188
1741813218.0756793,3235840,-105.10983276367188
1741813254.9856205,3256320,-105.10983276367188
1741813291.9471128,3276800,-105.10983276367188
1741813328.7687306,3297280,-105.10983276367188
1741813365.5685759,3317760,-105.10983276367188
1741813402.2090306,3338240,-105.10983276367188
1741813438.8862607,3358720,-105.10983276367188
1741813475.6012053,3379200,-105.10983276367188
1741813512.4362624,3399680,-105.10983276367188
1741813549.3329444,3420160,-105.10983276367188
1741813586.2461767,3440640,-105.10983276367188
1741813622.865126,3461120,-105.10983276367188
1741813659.5774782,3481600,-105.10983276367188
1741813696.270791,3502080,-105.10983276367188
1741813732.9951446,3522560,-105.10983276367188
1741813769.7842164,3543040,-105.10983276367188
1741813806.5609577,3563520,-105.10983276367188
1741813843.334638,3584000,-105.10983276367188
1741813880.0153499,3604480,-105.10983276367188
1741813916.6631396,3624960,-105.10983276367188
1741813953.418235,3645440,-105.10983276367188
1741813990.1862128,3665920,-105.10983276367188
1741814026.9126081,3686400,-105.10983276367188
1741814063.799108,3706880,-105.10983276367188
1741814100.502731,3727360,-105.10983276367188
1741814137.2178118,3747840,-105.10983276367188
1741814173.9807208,3768320,-105.10983276367188
1741814210.9131835,3788800,-105.10983276367188
1741814247.6340096,3809280,-105.10983276367188
1741814284.4489493,3829760,-105.10983276367188
1741814321.3030813,3850240,-105.10983276367188
1741814357.9876516,3870720,-105.10983276367188
1741814394.6420503,3891200,-105.10983276367188
1741814431.449836,3911680,-105.10983276367188
1741814468.3997247,3932160,-105.10983276367188
1741814505.2880373,3952640,-105.10983276367188
1741814542.1962106,3973120,-105.10983276367188
1741814578.9637191,3993600,-105.10983276367188
1741814615.6823447,4014080,-105.10983276367188
1741814652.4479637,4034560,-105.10983276367188
1741814689.1676638,4055040,-105.10983276367188
1741814726.0082831,4075520,-105.10983276367188
1741814762.9814951,4096000,-105.10983276367188
1741814800.4441986,4116480,-105.10983276367188
1741814837.8655434,4136960,-105.10983276367188
1741814875.422777,4157440,-105.10983276367188
1741814912.997299,4177920,-105.10983276367188
1741814950.6933262,4198400,-105.10983276367188
1741814988.3266625,4218880,-105.10983276367188
1741815026.0812914,4239360,-105.10983276367188
1741815063.574856,4259840,-105.10983276367188
1741815101.1409123,4280320,-105.10983276367188
1741815138.7286098,4300800,-105.10983276367188
1741815176.3260963,4321280,-105.10983276367188
1741815214.0005271,4341760,-105.10983276367188
1741815251.6631386,4362240,-105.10983276367188
1741815289.4807851,4382720,-105.10983276367188
1741815326.9610243,4403200,-105.10983276367188
1741815364.4020424,4423680,-105.10983276367188
1741815402.1119275,4444160,-105.10983276367188
1741815439.7364419,4464640,-105.10983276367188
1741815477.35305,4485120,-105.10983276367188
1741815515.0799656,4505600,-105.10983276367188
1741815552.896581,4526080,-105.10983276367188
1741815590.5333562,4546560,-105.10983276367188
1741815627.989731,4567040,-105.10983276367188
1741815666.013348,4587520,-105.10983276367188
1741815703.539097,4608000,-105.10983276367188
1741815741.1790211,4628480,-105.10983276367188
1741815778.7772784,4648960,-105.10983276367188
1741815816.655421,4669440,-105.10983276367188
1741815854.1265564,4689920,-105.10983276367188
1741815891.7233038,4710400,-105.10983276367188
1741815929.2730951,4730880,-105.10983276367188
1741815966.8285623,4751360,-105.10983276367188
1741816004.4476993,4771840,-105.10983276367188
1741816042.0169058,4792320,-105.10983276367188
1741816079.9117498,4812800,-105.10983276367188
1741816117.524481,4833280,-105.10983276367188
1741816155.2322218,4853760,-105.10983276367188
1741816192.8636997,4874240,-105.10983276367188
1741816230.5598173,4894720,-105.10983276367188
1741816268.333829,4915200,-105.10983276367188
1741816306.143728,4935680,-105.10983276367188
