#{"t_start": 1741225022.2830396, "env_id": "None"}
r,l,t
353.1351,199,1860.32685
356.1792,199,1860.695684
349.61124,199,1860.881271
350.7273,199,1860.945933
352.3479,199,1861.350341
354.32904,199,1861.633211
353.50616,199,1863.713034
353.83148,199,1863.869279
346.38187,199,1864.053389
352.09567,199,1864.202944
353.08908,199,1864.489997
349.31363,199,1864.856113
350.3383,199,1865.036527
349.51828,199,1865.105204
346.95297,199,1865.526631
353.10287,199,1865.801358
351.82068,199,1866.337904
353.00815,199,1866.49655
352.50696,199,1866.682445
352.8432,199,1866.827205
346.03177,199,1867.111469
352.33447,199,1867.483982
349.50815,199,1867.672053
352.60028,199,1867.737221
350.21454,199,1868.147295
352.16556,199,1868.428142
349.37637,199,1868.962875
350.58426,199,1869.120871
348.0822,199,1869.310246
353.2975,199,1869.455551
346.4459,199,1869.747781
346.37216,199,1870.117497
351.69522,199,1870.301053
347.61697,199,1870.367929
351.36343,199,1870.775584
350.82565,199,1871.055411
349.89032,199,1871.593995
354.3584,199,1871.750515
353.6726,199,1871.936304
348.72702,199,1872.079966
348.2005,199,1872.372003
351.63208,199,1872.740734
349.56705,199,1873.028877
357.47052,199,1873.09429
351.7729,199,1873.507137
352.52924,199,1873.779176
349.13876,199,1874.313728
348.14914,199,1874.467996
354.1931,199,1874.649528
354.1782,199,1874.796207
354.89502,199,1875.081701
349.92953,199,1875.445716
346.55365,199,1875.624416
355.05115,199,1875.692185
354.02298,199,1876.098999
352.77756,199,1876.374825
356.76776,199,1878.423367
348.81485,199,1878.577288
351.01657,199,1878.761039
350.0633,199,1878.903702
356.81262,199,1879.189255
352.16888,199,1879.552763
352.92548,199,1879.733024
351.1618,199,1879.798388
353.43787,199,1880.200586
355.38846,199,1880.469205
355.8716,199,1880.999942
354.0598,199,1881.158918
359.16867,199,1881.344854
350.51364,199,1881.49148
349.6364,199,1881.7857
357.0454,199,1882.15002
349.3687,199,1882.330919
357.22824,199,1882.40039
352.8701,199,1882.80753
351.39142,199,1883.07877
356.0366,199,1883.615797
349.03833,199,1883.77149
349.05417,199,1883.956812
352.2276,199,1884.102085
349.87402,199,1884.390523
354.33762,199,1884.756397
350.11243,199,1884.938079
349.28833,199,1885.005213
352.0989,199,1885.411152
353.713,199,1885.690168
355.05966,199,1886.234185
355.6762,199,1886.389797
350.0235,199,1886.574984
350.64594,199,1886.719374
350.28717,199,1887.008527
353.4581,199,1887.372676
348.24533,199,1887.556357
349.3092,199,1887.621074
355.74268,199,1888.03098
349.26553,199,1888.308686
355.4299,199,1888.844374
354.25787,199,1889.001045
348.38196,199,1889.184576
347.04013,199,1889.332582
350.4707,199,1889.626506
354.8782,199,1889.988355
347.6459,199,1890.168686
351.90146,199,1890.235517
354.11774,199,1890.64106
355.22675,199,1890.915593
354.1644,199,1892.997441
354.53796,199,1893.152987
355.39825,199,1893.337834
354.52737,199,1893.482388
351.75113,199,1893.770916
350.2184,199,1894.136549
351.25058,199,1894.32419
356.47913,199,1894.391601
352.38586,199,1894.803583
348.29172,199,1895.080678
349.5443,199,1895.619041
349.92776,199,1895.77826
350.10358,199,1895.964201
352.3153,199,1896.109017
351.5378,199,1896.399755
353.5283,199,1896.765932
352.94653,199,1896.949935
347.8985,199,1897.018126
353.8684,199,1897.424032
353.17545,199,1897.700122
349.30203,199,1898.230067
349.10736,199,1898.38847
353.80078,199,1898.572168
345.34888,199,1898.712508
347.59796,199,1899.002497
353.3432,199,1899.369507
343.75702,199,1899.55725
352.86133,199,1899.623375
351.801,199,1900.026126
351.72717,199,1900.296652
353.8785,199,1900.828245
356.24097,199,1900.989352
352.22687,199,1901.174297
355.25745,199,1901.316541
350.7137,199,1901.609262
350.76193,199,1901.975451
351.1599,199,1902.160051
352.90448,199,1902.230415
352.43005,199,1902.629676
356.51743,199,1902.906307
351.32648,199,1903.444151
351.04016,199,1903.60012
347.82736,199,1903.78107
350.15247,199,1903.929936
352.5123,199,1904.22054
350.0349,199,1904.590703
355.8148,199,1904.7751
356.6607,199,1904.839476
353.44034,199,1905.245053
348.55563,199,1905.521126
357.05777,199,1907.574646
354.6354,199,1907.73158
351.87634,199,1907.919735
350.39932,199,1908.070533
352.12317,199,1908.355517
355.21222,199,1908.727047
354.80524,199,1908.911235
347.62585,199,1908.974962
346.78098,199,1909.382289
353.2104,199,1909.659889
356.27954,199,1910.191834
353.29532,199,1910.349116
347.59952,199,1910.534189
345.10947,199,1910.680888
350.42206,199,1910.971614
355.6412,199,1911.340778
350.30826,199,1911.524266
354.2408,199,1911.592293
350.1199,199,1911.999038
349.35962,199,1912.277826
354.10678,199,1912.815712
351.9194,199,1912.971256
348.71408,199,1913.157102
352.7439,199,1913.299443
353.0643,199,1913.593734
354.94095,199,1913.964585
348.77905,199,1914.149014
351.66898,199,1914.212683
348.09314,199,1914.614432
350.2785,199,1914.894418
353.79367,199,1915.428161
354.40698,199,1915.582839
355.20352,199,1915.767787
347.65915,199,1915.916152
354.37888,199,1916.204036
352.58682,199,1919.835017
349.742,199,1920.016889
345.8385,199,1920.083503
349.69534,199,1920.49412
352.08432,199,1920.768729
352.91827,199,1921.30226
353.05832,199,1921.459361
343.68027,199,1921.641899
352.47278,199,1921.784255
353.64853,199,1922.073476
349.41214,199,1922.438413
348.53494,199,1922.622885
354.85474,199,1922.688462
351.91846,199,1923.088099
348.1622,199,1923.356665
352.3267,199,1925.420322
351.58356,199,1925.577185
351.01715,199,1925.76839
347.31586,199,1925.912502
355.12317,199,1926.20086
348.8277,199,1926.56005
353.84912,199,1926.741792
346.50186,199,1926.80811
353.36618,199,1927.219205
348.83392,199,1927.495381
349.42563,199,1928.030078
348.15826,199,1928.194875
349.32617,199,1928.378356
345.66806,199,1928.521977
355.09344,199,1928.811579
346.2006,199,1929.176031
350.87924,199,1929.363814
353.7901,199,1929.43148
351.66916,199,1929.834117
349.16217,199,1930.105527
346.47772,199,1930.636058
351.6924,199,1930.791054
352.59946,199,1930.968832
346.25586,199,1931.113013
354.50113,199,1931.402051
347.6074,199,1931.760623
343.06766,199,1931.94135
352.56818,199,1932.007452
353.26865,199,1932.414798
348.10703,199,1932.690114
350.73868,199,1933.223721
355.09024,199,1933.381415
349.06882,199,1933.564958
348.3295,199,1933.71038
351.8339,199,1933.999288
349.24597,199,1934.358788
346.03424,199,1934.541862
353.504,199,1934.606313
350.87335,199,1935.009839
349.65308,199,1935.281171
353.32785,199,1935.812124
347.8708,199,1935.969691
349.12637,199,1936.147593
349.39325,199,1936.290123
352.1456,199,1936.572561
355.28934,199,1936.937053
347.65323,199,1937.11867
351.50717,199,1937.183623
353.41928,199,1937.585608
349.04022,199,1937.856504
351.67303,199,1939.912348
353.32007,199,1940.064655
350.26025,199,1940.245947
348.18768,199,1940.389104
351.1739,199,1940.678844
347.77084,199,1941.043537
350.1535,199,1941.223306
349.79575,199,1941.288398
351.16388,199,1941.695247
355.04404,199,1941.967029
353.55838,199,1942.499149
355.03302,199,1942.655261
356.15073,199,1942.840435
350.65198,199,1942.984911
349.5829,199,1943.274976
354.7663,199,1943.637954
346.3055,199,1943.821161
350.30383,199,1943.885602
349.4191,199,1944.287132
352.56586,199,1944.557483
353.02115,199,1945.089683
349.476,199,1945.243435
345.51456,199,1945.427887
348.9465,199,1945.570444
350.89392,199,1945.853451
354.66916,199,1946.214275
354.37466,199,1946.399852
349.10132,199,1946.466132
349.91943,199,1946.865859
350.9108,199,1947.140281
351.73575,199,1947.667787
351.14963,199,1947.828393
354.19885,199,1948.008458
352.6918,199,1948.153086
355.7709,199,1948.437456
349.4106,199,1948.800785
351.9049,199,1948.986118
352.73648,199,1949.048968
350.79623,199,1949.45049
356.28677,199,1949.723115
347.66733,199,1950.251722
351.28583,199,1950.407001
356.27667,199,1950.58709
347.36005,199,1950.733242
351.0207,199,1951.016977
352.0841,199,1951.381936
353.90054,199,1951.563552
349.66653,199,1951.628337
354.3096,199,1952.032679
351.10867,199,1952.309508
351.07422,199,1952.83342
352.69266,199,1954.516706
352.73007,199,1954.704855
350.7865,199,1954.846184
353.6127,199,1955.135865
349.48273,199,1955.500567
353.09778,199,1955.680626
350.17453,199,1955.746493
349.8038,199,1956.145839
350.98856,199,1956.413535
344.52695,199,1956.9526
349.87198,199,1957.109265
350.19043,199,1957.293138
352.58978,199,1957.436035
351.33972,199,1957.728094
352.63553,199,1958.090551
350.02515,199,1958.276425
352.32874,199,1958.345328
354.18854,199,1958.746997
351.77463,199,1959.023838
352.2276,199,1959.550598
348.96185,199,1959.709187
352.35968,199,1959.893735
345.58417,199,1960.038406
348.68686,199,1960.328538
347.84824,199,1960.694969
354.87784,199,1960.88001
352.11722,199,1960.945298
349.9826,199,1961.346393
349.7429,199,1961.623893
350.57605,199,1962.159346
347.45892,199,1962.321669
353.2598,199,1962.500181
353.2068,199,1962.642749
351.6385,199,1962.927668
352.74603,199,1963.293317
348.66336,199,1963.478769
350.0719,199,1963.542436
352.76312,199,1963.94397
352.92325,199,1964.214875
350.1429,199,1964.742025
350.18103,199,1964.897842
351.0255,199,1965.081087
348.37198,199,1965.227095
352.72488,199,1965.511717
350.81137,199,1965.880578
351.98544,199,1966.058975
346.4136,199,1966.123569
345.00485,199,1966.527498
350.6269,199,1966.799782
353.4549,199,1967.3257
350.11798,199,1969.022744
354.9151,199,1969.206419
351.74936,199,1969.351219
355.53146,199,1969.644183
351.7207,199,1970.010259
350.14496,199,1970.191653
351.845,199,1970.258497
354.92813,199,1970.762201
351.96112,199,1971.032161
348.6414,199,1971.56728
352.11456,199,1971.722778
350.4299,199,1971.902177
346.1525,199,1972.045102
356.51166,199,1972.331266
348.98013,199,1972.691123
347.5487,199,1972.874965
353.80118,199,1972.942157
353.96442,199,1973.344707
352.66846,199,1973.617504
355.14993,199,1974.151351
348.69742,199,1974.31135
347.14236,199,1974.49366
348.35904,199,1974.638882
353.26157,199,1974.924868
351.36145,199,1975.287986
351.39893,199,1975.469969
351.99835,199,1975.53727
347.11865,199,1975.940829
356.61588,199,1976.21388
351.3422,199,1976.749442
349.63593,199,1976.908835
349.2202,199,1977.088297
342.20648,199,1977.231601
345.65738,199,1977.528296
347.759,199,1977.895475
352.01096,199,1978.078565
354.52332,199,1978.141814
346.70688,199,1978.545644
354.72073,199,1978.821688
348.48117,199,1982.633009
348.6966,199,1982.790919
354.68665,199,1982.974367
355.4642,199,1983.11739
356.11603,199,1983.405278
360.45627,199,1983.763588
360.69052,199,1983.946474
357.552,199,1984.009845
360.63007,199,1984.4082
359.20844,199,1984.680544
364.5068,199,1985.204625
362.30344,199,1986.901266
357.5916,199,1987.08499
358.29205,199,1987.228
360.02072,199,1987.513467
363.53577,199,1987.87221
361.8793,199,1988.049752
367.38837,199,1988.114909
361.18817,199,1988.516018
360.4216,199,1988.787041
362.42236,199,1989.311673
361.7722,199,1989.465111
364.3075,199,1989.643916
359.08167,199,1989.784786
359.44455,199,1990.066969
362.89706,199,1990.426205
364.08905,199,1990.60593
360.9988,199,1990.673281
363.37485,199,1991.071763
360.55704,199,1991.345603
363.7676,199,1991.873622
360.91776,199,1992.032228
362.25867,199,1992.210062
364.5155,199,1992.352755
361.22406,199,1992.634048
360.7563,199,1993.001416
361.72153,199,1993.1837
362.47458,199,1993.247332
361.7672,199,1993.643131
360.71347,199,1993.915876
363.23392,199,1994.442938
362.19315,199,1994.601383
358.90112,199,1994.783185
363.01904,199,1994.926092
362.72366,199,1995.212343
364.2463,199,1995.57514
362.34167,199,1995.755654
365.52756,199,1995.820669
363.30066,199,1996.223136
360.78192,199,1996.49047
360.96283,199,1997.015732
366.50735,199,1997.171562
362.7696,199,1997.354538
362.50574,199,1997.494553
362.05173,199,1997.777857
363.27115,199,1998.136416
363.9211,199,1998.321038
362.9784,199,1998.388678
359.93182,199,1998.786898
360.3029,199,1999.06228
363.53503,199,1999.587549
361.26144,199,1999.745949
362.22723,199,2001.453533
362.23053,199,2001.592096
359.72168,199,2001.877141
361.47452,199,2002.241879
359.56543,199,2002.425088
361.1213,199,2002.492089
362.2414,199,2002.891315
366.53717,199,2003.161553
359.66537,199,2003.689714
364.2524,199,2003.843113
361.82144,199,2004.023862
363.4492,199,2004.166103
361.69284,199,2004.455352
358.57016,199,2004.826642
363.76617,199,2005.008187
355.2639,199,2005.075914
364.94025,199,2005.476518
366.0221,199,2005.756593
361.14194,199,2006.289289
361.00125,199,2006.446275
364.9082,199,2006.625269
362.46478,199,2006.771896
361.7932,199,2007.059698
358.03082,199,2007.429117
362.7749,199,2007.611847
357.43472,199,2007.675879
364.34732,199,2008.079515
361.4656,199,2008.351977
358.45413,199,2008.879697
357.37827,199,2009.035235
364.93988,199,2009.215784
361.83514,199,2009.35835
367.4473,199,2009.64394
361.66187,199,2010.005452
361.88635,199,2010.186954
361.71118,199,2010.252727
359.71283,199,2010.651296
358.09747,199,2010.920091
360.3241,199,2011.452917
361.866,199,2011.608979
360.19232,199,2011.790981
365.90854,199,2011.934207
361.4121,199,2012.226745
361.0904,199,2012.589665
363.78995,199,2012.772556
360.68152,199,2012.837756
367.28,199,2013.239846
361.30545,199,2013.507811
359.82904,199,2014.034994
364.23578,199,2014.193672
361.9085,199,2015.912117
364.1803,199,2016.055469
361.3747,199,2016.341658
365.016,199,2016.699019
359.4565,199,2016.882568
362.5468,199,2016.950588
362.66812,199,2017.349288
363.53494,199,2017.622666
362.0436,199,2018.150166
363.72897,199,2018.307911
361.95065,199,2018.490679
366.63702,199,2018.637123
360.9085,199,2018.924813
360.87363,199,2019.284184
362.26712,199,2019.461678
362.4429,199,2019.528405
360.93683,199,2019.926442
360.0866,199,2020.197136
362.48447,199,2020.728516
364.57986,199,2020.883758
363.3396,199,2021.064315
363.64694,199,2021.20653
358.95923,199,2021.488739
365.80487,199,2021.851279
366.49078,199,2022.03186
364.78088,199,2022.09756
364.22205,199,2022.504353
360.63153,199,2022.771432
361.04318,199,2023.296662
363.07523,199,2023.453701
362.05942,199,2023.630606
364.72113,199,2023.774728
362.28827,199,2024.05841
360.02563,199,2024.423093
363.37924,199,2024.605076
362.7388,199,2024.6692
362.7599,199,2025.067253
360.1995,199,2025.340446
364.5261,199,2025.866284
361.61005,199,2026.02334
364.51627,199,2026.202478
361.8058,199,2026.345814
361.55014,199,2026.631054
363.36633,199,2026.993821
362.31226,199,2027.176537
360.00528,199,2027.240705
364.34683,199,2027.64467
364.0987,199,2027.917606
362.78693,199,2028.444465
359.33572,199,2028.598661
364.1851,199,2028.779518
359.63837,199,2030.465481
361.532,199,2030.748761
363.24268,199,2031.105895
360.64127,199,2031.285274
364.03317,199,2031.350117
360.4758,199,2031.748791
364.01303,199,2032.018198
361.07642,199,2032.546174
364.74957,199,2032.704187
360.07074,199,2032.885549
361.6016,199,2033.03124
362.10962,199,2033.316874
362.7831,199,2033.675955
364.02078,199,2033.857558
361.25497,199,2033.921675
364.03098,199,2034.326596
363.70544,199,2034.597987
360.5463,199,2035.122068
364.3721,199,2035.278949
359.5861,199,2035.457793
360.85156,199,2035.603159
362.5677,199,2035.88303
364.97928,199,2036.243839
365.019,199,2036.425306
363.70712,199,2036.489364
360.10156,199,2036.891309
364.64334,199,2037.164334
364.30096,199,2037.691374
362.81592,199,2037.843405
361.13086,199,2038.027891
360.22247,199,2038.172957
363.40115,199,2038.457724
364.66312,199,2038.819317
358.35352,199,2038.996945
368.2387,199,2039.061426
359.1832,199,2039.461727
360.40973,199,2039.733497
358.77686,199,2040.258803
364.4325,199,2040.415609
362.30084,199,2040.600054
365.60342,199,2040.743679
361.84207,199,2041.034931
363.85922,199,2041.39656
362.10724,199,2041.57751
361.7906,199,2041.643895
363.20743,199,2045.339742
360.0203,199,2045.60841
361.0881,199,2046.130573
356.7165,199,2046.284477
360.73483,199,2046.463064
361.60608,199,2048.305714
358.3103,199,2048.587065
358.05838,199,2048.946419
360.62836,199,2049.124939
358.11313,199,2049.189885
359.30475,199,2049.587572
358.3903,199,2049.855243
356.3668,199,2050.379585
358.55606,199,2050.531471
361.77994,199,2050.711057
355.57635,199,2050.853547
359.29654,199,2051.137136
355.77838,199,2051.492674
358.81915,199,2051.671214
354.0901,199,2051.736042
356.65738,199,2052.134393
360.0896,199,2052.40201
357.88907,199,2052.928355
354.55743,199,2053.086388
359.58813,199,2053.271342
355.83383,199,2053.411726
358.04004,199,2053.694484
356.667,199,2054.052372
360.71173,199,2054.231911
353.88745,199,2054.295673
357.7709,199,2054.685888
354.61746,199,2054.957717
355.5757,199,2055.480257
356.9443,199,2055.634043
360.32062,199,2055.81178
359.10623,199,2055.956253
356.72382,199,2056.237252
358.8948,199,2056.600676
358.12744,199,2056.780985
359.0161,199,2056.844672
360.41077,199,2057.243653
353.24414,199,2057.513665
354.81155,199,2058.037089
360.99854,199,2058.189463
357.75314,199,2058.368217
357.70288,199,2058.509482
359.5428,199,2058.791684
360.49298,199,2059.149558
365.23703,199,2059.326485
356.00348,199,2059.391794
357.69223,199,2059.78726
363.70898,199,2060.053256
355.16605,199,2060.576174
355.19098,199,2060.730637
360.70532,199,2060.913456
359.4329,199,2062.654995
356.90186,199,2062.934499
360.29083,199,2063.292767
357.19797,199,2063.475712
359.53162,199,2063.539196
359.87357,199,2063.940121
359.07858,199,2064.210287
358.06985,199,2064.735045
360.89352,199,2064.888699
359.39764,199,2065.068455
357.47165,199,2065.209135
359.15005,199,2065.491324
359.14114,199,2065.853718
358.59332,199,2066.031148
359.3176,199,2066.095408
356.66467,199,2066.491563
356.85117,199,2066.758868
356.96036,199,2067.27736
360.58783,199,2067.433593
360.52872,199,2067.616271
357.35074,199,2067.757296
356.7737,199,2068.043912
355.02066,199,2068.402105
354.62482,199,2068.587248
356.59998,199,2068.650996
361.79517,199,2069.045425
357.92163,199,2069.408967
358.97476,199,2069.934258
356.42062,199,2070.087681
354.68597,199,2070.267091
355.16388,199,2070.410387
358.523,199,2070.691931
355.4137,199,2071.055706
358.72086,199,2071.234713
357.5363,199,2071.300057
355.37433,199,2071.695138
357.39438,199,2071.963288
359.28592,199,2072.484347
358.08234,199,2072.63784
356.3573,199,2072.821019
357.12875,199,2072.963827
356.51508,199,2073.248358
359.28226,199,2073.605542
358.44135,199,2073.783466
356.39966,199,2073.849115
356.58752,199,2074.246599
363.82178,199,2074.51307
356.2281,199,2075.038497
355.51505,199,2075.19407
355.99628,199,2075.374236
354.36444,199,2075.514598
358.41772,199,2077.389695
360.2498,199,2077.749911
358.37213,199,2077.928743
359.79608,199,2077.995363
356.54825,199,2078.392641
357.13123,199,2078.658999
359.3484,199,2079.180279
358.27014,199,2079.336129
360.25986,199,2079.520813
355.19363,199,2079.662127
357.0768,199,2079.947514
362.70724,199,2080.304378
356.77496,199,2080.483036
358.97226,199,2080.547287
361.6192,199,2080.942008
356.0522,199,2081.209135
359.29553,199,2081.733801
360.67078,199,2081.886677
354.9691,199,2082.064515
359.20627,199,2082.203381
355.1258,199,2082.487864
360.0003,199,2082.847653
357.36206,199,2083.026252
363.13535,199,2083.091669
361.72183,199,2083.490509
359.1227,199,2083.759428
357.34436,199,2084.284494
359.17828,199,2084.440211
358.95984,199,2084.61887
360.2459,199,2084.763723
358.4025,199,2085.043932
358.82178,199,2085.402418
355.60358,199,2085.583349
361.36316,199,2085.645911
357.5433,199,2086.053562
357.50928,199,2086.324668
359.39694,199,2086.84806
359.0892,199,2087.000168
358.56772,199,2087.178903
359.02048,199,2087.319616
353.5024,199,2087.605669
359.44296,199,2087.964595
355.6584,199,2088.142603
357.91446,199,2088.209209
356.43317,199,2088.60737
362.05002,199,2088.875859
362.96655,199,2089.402527
359.38055,199,2089.556955
360.29074,199,2089.740963
355.54218,199,2089.882154
360.1784,199,2091.717673
356.72504,199,2092.074697
360.7194,199,2092.255728
361.46683,199,2092.318979
358.7197,199,2092.716066
357.09094,199,2092.987839
358.2537,199,2093.51129
358.4774,199,2093.664338
357.2789,199,2093.842667
355.73438,199,2093.986963
356.64175,199,2094.267619
355.24982,199,2094.62767
357.4625,199,2094.809112
355.4571,199,2094.872628
356.24768,199,2095.269206
364.00406,199,2095.539853
360.87094,199,2096.065053
357.21408,199,2096.216363
357.46515,199,2096.397675
355.1499,199,2096.539045
358.02307,199,2096.819188
353.27634,199,2097.178382
360.3023,199,2097.358979
358.96317,199,2097.429858
360.33356,199,2097.824791
359.2625,199,2098.096515
361.82153,199,2098.625723
354.70984,199,2098.781917
359.5118,199,2098.961779
352.03943,199,2099.104015
360.92148,199,2099.385745
361.79105,199,2099.744828
357.33838,199,2099.924482
358.42123,199,2099.990156
359.82523,199,2100.385332
353.18442,199,2100.651787
360.41064,199,2101.179617
360.20547,199,2101.333453
358.91882,199,2101.514842
360.14334,199,2101.65607
358.60638,199,2101.935523
355.21793,199,2102.290907
357.2866,199,2102.470397
356.38306,199,2102.53589
355.40878,199,2102.93164
355.5662,199,2103.200422
355.7487,199,2103.722582
357.84976,199,2103.878783
360.40363,199,2104.060331
360.42798,199,2107.48487
361.1131,199,2109.395021
358.77347,199,2109.752334
354.4263,199,2109.929944
357.7693,199,2109.997549
357.9122,199,2110.39372
352.87323,199,2110.662906
353.08817,199,2111.186783
353.53827,199,2111.344219
357.24603,199,2111.522576
356.2901,199,2111.664373
357.85382,199,2111.945807
355.66653,199,2112.30155
354.38763,199,2112.479829
353.68216,199,2112.542267
349.03674,199,2112.940289
356.59048,199,2113.210105
356.08246,199,2113.731988
356.96753,199,2113.886131
356.43167,199,2114.065787
356.6618,199,2114.207859
354.77533,199,2114.48958
354.22083,199,2114.845598
355.12524,199,2115.025286
353.1576,199,2115.091476
352.00266,199,2115.49433
353.4604,199,2115.764496
352.4346,199,2116.286516
355.7183,199,2116.441876
357.4438,199,2116.621161
358.1827,199,2116.765469
355.46152,199,2117.043252
354.60263,199,2117.406956
358.18124,199,2117.587542
353.32843,199,2117.650822
355.72418,199,2118.049761
355.75278,199,2118.319693
352.6372,199,2118.842939
353.32788,199,2118.996485
353.83698,199,2119.177727
355.54764,199,2119.318248
357.99173,199,2119.604105
354.41898,199,2119.963427
356.21194,199,2120.140988
358.38837,199,2120.205954
353.8303,199,2120.604947
357.1887,199,2120.871242
351.81305,199,2121.394403
353.72296,199,2121.550469
357.45804,199,2121.729226
357.46576,199,2121.869567
351.81815,199,2123.716981
353.0233,199,2124.073767
353.04327,199,2124.2522
358.5448,199,2124.316147
353.43414,199,2124.712091
354.7583,199,2124.981568
352.06635,199,2125.504294
358.72214,199,2125.659545
351.84378,199,2125.840308
355.22565,199,2125.981997
358.9194,199,2126.262779
354.28363,199,2126.618887
351.06952,199,2126.798475
355.17862,199,2126.862226
355.54285,199,2127.256888
354.9057,199,2127.525015
355.4629,199,2128.048684
353.45776,199,2128.203933
353.85715,199,2128.381285
357.54153,199,2128.524289
353.6631,199,2128.804853
356.70636,199,2129.16417
359.19666,199,2129.346016
351.37756,199,2129.408617
358.04858,199,2129.804229
352.91315,199,2130.077517
353.22528,199,2130.597252
360.70248,199,2130.75212
356.63135,199,2130.932299
353.50964,199,2131.073427
354.5939,199,2131.357405
359.13474,199,2131.716594
352.62515,199,2131.89732
355.21725,199,2131.963819
352.55115,199,2132.363153
354.07578,199,2132.632856
355.0658,199,2133.156345
355.36157,199,2133.312189
354.3991,199,2133.490554
353.01724,199,2133.632245
353.31424,199,2133.912372
356.09555,199,2134.268577
355.0693,199,2134.449865
356.2741,199,2134.51393
356.1331,199,2134.910924
355.96396,199,2135.180305
354.2989,199,2135.704608
354.76993,199,2135.858094
353.94165,199,2136.038054
354.6955,199,2136.176803
356.84158,199,2136.46115
357.9373,199,2138.357804
356.01468,199,2138.537744
355.345,199,2138.604128
356.68436,199,2139.000444
356.3389,199,2139.270692
352.1726,199,2139.794782
355.5661,199,2139.950764
355.4349,199,2140.129742
354.6085,199,2140.270209
354.39047,199,2140.549484
355.9936,199,2140.909029
358.15656,199,2141.090497
356.1528,199,2141.154594
354.8267,199,2141.555648
354.5765,199,2141.828076
353.57596,199,2142.349996
355.89572,199,2142.502194
360.214,199,2142.686279
355.19275,199,2142.826715
358.35593,199,2143.110109
358.5584,199,2143.463949
359.85654,199,2143.643436
356.9139,199,2143.707648
353.27057,199,2144.105551
351.53528,199,2144.376848
353.27054,199,2144.896763
354.94882,199,2145.054858
354.4552,199,2145.233607
356.86557,199,2145.37571
356.8673,199,2145.658773
361.40555,199,2146.015413
355.4896,199,2146.195613
350.7799,199,2146.259002
353.56107,199,2146.658278
355.4586,199,2146.925481
353.42776,199,2147.449703
352.79202,199,2147.603787
355.70444,199,2147.784712
358.97388,199,2147.924925
356.0708,199,2148.204175
357.03082,199,2148.561864
355.22614,199,2148.740937
353.97943,199,2148.805343
354.7833,199,2149.201667
356.65433,199,2149.476148
356.4691,199,2149.998862
355.31693,199,2150.155018
354.3376,199,2150.340317
356.4931,199,2150.481747
351.89587,199,2150.766483
356.37845,199,2152.651814
353.83575,199,2152.831001
356.31018,199,2152.896641
355.63455,199,2153.288771
358.0841,199,2153.564784
359.71674,199,2154.08896
355.02206,199,2154.243608
357.60495,199,2154.422045
355.23688,199,2154.566185
354.38965,199,2154.847506
353.8559,199,2155.211587
356.55594,199,2155.393654
358.1392,199,2155.457368
355.87415,199,2155.859495
351.43073,199,2156.132864
356.62372,199,2156.660787
357.8804,199,2156.815045
352.5337,199,2156.995098
356.77475,199,2157.135666
354.12173,199,2157.419949
356.03625,199,2157.779305
354.564,199,2157.959174
355.2928,199,2158.025512
359.81494,199,2158.42409
349.27832,199,2158.690843
355.18134,199,2159.212232
356.05008,199,2159.367836
354.58313,199,2159.548885
357.06183,199,2159.688476
356.0429,199,2159.970701
355.0357,199,2160.330932
355.77478,199,2160.511248
353.2275,199,2160.574904
352.77945,199,2160.975293
354.7399,199,2161.246007
356.21225,199,2161.768913
354.24152,199,2161.921813
357.91187,199,2162.102158
358.9438,199,2162.242055
353.33957,199,2162.521246
356.5209,199,2162.881459
359.1274,199,2163.05859
358.31448,199,2163.124174
357.6781,199,2163.52107
357.57956,199,2163.787932
352.3478,199,2164.40906
359.29965,199,2164.560792
352.56192,199,2164.738161
356.96945,199,2164.878857
360.28235,199,2165.156815
355.5604,199,2167.046818
354.1724,199,2167.224849
354.24387,199,2167.289447
355.83963,199,2167.686218
355.52634,199,2171.226294
357.17758,199,2171.753042
354.1939,199,2171.909511
353.4907,199,2172.086375
351.97925,199,2172.232069
356.13043,199,2172.513053
350.84506,199,2172.870056
349.23523,199,2173.055226
346.595,199,2173.117844
346.96893,199,2173.512431
350.01294,199,2173.782874
352.28937,199,2174.307176
350.15952,199,2174.461798
353.1819,199,2174.640775
348.863,199,2174.780299
350.08667,199,2175.062024
351.74765,199,2175.417671
348.48822,199,2175.599303
350.07086,199,2175.666064
348.97388,199,2176.05972
354.53897,199,2176.329163
347.9558,199,2176.850666
351.11624,199,2177.002862
347.32022,199,2177.18114
347.3458,199,2177.321757
350.91592,199,2177.602513
351.59686,199,2177.962672
347.9667,199,2178.142835
349.89835,199,2178.207039
350.15475,199,2178.60203
352.6099,199,2178.869769
351.07437,199,2179.391272
353.72623,199,2179.545106
350.22028,199,2179.72594
349.7336,199,2179.866205
351.7299,199,2180.148859
345.9459,199,2180.505253
347.75385,199,2180.687688
351.3962,199,2180.750406
349.06598,199,2181.149559
341.4857,199,2181.416642
352.26953,199,2181.942776
347.70187,199,2182.094059
350.12253,199,2182.27335
348.00702,199,2182.41279
352.89902,199,2182.697211
346.00586,199,2184.634737
349.92853,199,2184.814383
348.23203,199,2184.877016
351.7811,199,2185.277702
350.5014,199,2185.546846
346.3236,199,2186.066249
349.7097,199,2186.219394
348.75684,199,2186.396457
350.6284,199,2186.537581
350.88498,199,2186.818695
351.13525,199,2187.17698
348.79413,199,2187.354681
346.68707,199,2187.419051
348.99942,199,2187.815481
348.65527,199,2188.084198
