#{"t_start": 1741225022.2830396, "env_id": "None"}
r,l,t
-102.45704,5,93.723994
-106.296165,4,93.724015
-109.345345,4,93.755871
-104.98742,2,93.755892
-101.48005,7,93.755898
-100.64749,7,93.770416
-108.65483,3,93.800528
-109.067856,6,93.800548
-102.90137,7,93.8183
-109.49435,7,93.833595
-108.668526,4,93.833616
-96.28828,15,93.846847
-105.96052,3,93.846866
-105.249,7,93.861176
-102.950935,4,93.861195
-105.48391,3,93.861201
-106.77098,7,93.861205
-106.657196,4,93.891272
-104.89408,2,93.891292
-100.09725,5,93.908188
-107.42126,3,93.909348
-105.392525,2,93.924352
-106.47606,4,93.924371
-117.41635,24,93.938568
-103.62845,2,93.938586
-100.867195,6,93.938591
-118.31189,17,93.953871
-104.60944,6,93.95389
-98.47096,6,93.984973
-109.32721,5,94.000971
-100.93736,10,94.000991
-104.20556,6,94.000996
-111.68923,5,94.02358
-105.903854,6,94.039049
-103.16077,2,94.039069
-105.12693,2,94.039075
-105.62092,7,94.053922
-102.95073,7,94.068966
-105.31308,9,94.068985
-110.06892,5,94.084253
-105.825264,3,94.084273
-102.89552,2,94.114656
-99.97712,5,94.114678
-106.47258,3,94.114684
-100.73183,7,94.146304
-104.10664,2,94.146326
-104.50172,4,94.146331
-107.12285,9,94.162387
-101.58131,12,94.180052
-101.283775,4,94.180085
-107.0957,5,94.195477
-98.56334,10,94.211683
-107.00625,5,94.229348
-105.73413,4,94.244654
-104.5163,3,94.244675
-104.0668,3,94.259552
-116.10804,20,94.276124
-107.338905,4,94.291572
-105.63059,3,94.291591
-104.5343,9,94.291597
-106.54482,3,94.307935
-98.967384,8,94.307954
-96.07532,15,94.30796
-110.59535,9,94.307965
-103.40271,2,94.321668
-103.84483,2,94.321688
-104.40492,3,94.340032
-104.34088,3,94.354902
-107.02227,8,94.370194
-110.50617,6,94.370215
-101.98599,5,94.385631
-106.345314,3,94.385652
-105.12693,2,94.415455
-99.82083,6,94.415475
-108.78414,7,94.41548
-102.61418,2,94.450978
-103.80758,8,94.450998
-111.018326,20,94.465712
-113.88377,6,94.465732
-106.49734,3,94.465738
-102.64824,7,94.48126
-98.80343,12,94.49629
-107.59816,3,94.496309
-105.402016,3,94.496315
-105.344635,2,94.496319
-103.70984,2,94.511394
-106.384476,8,94.511414
-104.74208,2,94.540654
-103.56451,3,94.540675
-100.44688,8,94.540681
-101.2461,4,94.559117
-107.72922,5,94.573222
-106.42083,4,94.604874
-102.18065,6,94.604896
-102.014786,8,94.619913
-106.22093,5,94.619933
-101.925224,10,94.619938
-102.11907,11,94.635264
-101.68183,6,94.649395
-104.85587,2,94.649414
-106.323784,21,94.682346
-104.51788,2,94.682368
-98.16382,9,94.682373
-105.260956,4,94.697668
-106.86085,8,94.697689
-100.40849,4,94.711799
-105.12693,2,94.711818
-106.36073,3,94.727477
-101.14169,10,94.756514
-108.10403,9,94.756536
-104.54598,2,94.756541
-105.49032,5,94.774534
-103.964615,6,94.803336
-104.77726,4,94.817761
-106.92174,5,94.833726
-104.79957,5,94.848678
-108.791214,3,94.863826
-91.77241,16,94.863846
-119.64474,12,94.863852
-110.09673,5,94.882972
-107.27624,5,94.913076
-101.217186,15,94.943357
-105.82383,5,94.943378
-115.89024,22,94.943384
-109.61515,6,94.943388
-116.445114,16,94.943392
-97.98381,6,94.958283
-104.777145,5,94.995418
-101.32776,8,94.995438
-103.450325,3,94.995444
-106.08423,3,94.995449
-104.47816,16,95.010753
-105.320274,2,95.024914
-105.18271,5,95.024935
-101.48141,6,95.040709
-103.25666,3,95.040729
-104.97137,3,95.056605
-102.09294,4,95.056624
-108.64753,4,95.05663
-98.66019,11,95.056634
-106.50898,3,95.071133
-105.12693,2,95.071154
-101.851585,3,95.10221
-106.63682,3,95.102231
-103.15299,4,95.102236
-97.38529,10,95.116486
-106.092415,3,95.116505
-107.382126,4,95.116511
-108.71528,5,95.132597
-107.27228,3,95.148499
-108.45008,3,95.16385
-107.80995,3,95.163871
-104.78963,3,95.179267
-104.6256,2,95.179288
-98.289734,8,95.197919
-96.76664,16,95.197939
-111.42855,11,95.197944
-103.29537,3,95.212936
-106.59047,6,95.212955
-107.55905,3,95.228047
-105.067986,4,95.228068
-104.75747,2,95.228074
-107.13516,3,95.242316
-97.32003,9,95.242337
-107.83964,3,95.258128
-103.351555,5,95.258149
-108.515945,4,95.258154
-102.52979,3,95.288506
-99.462204,4,95.288527
-104.100204,4,95.288532
-102.753334,4,95.288537
-105.18886,3,95.33606
-100.86933,5,95.336084
-99.19539,9,95.350922
-103.2842,7,95.3661
-101.94348,6,95.381029
-106.01593,2,95.39532
-104.90879,9,95.39534
-110.50816,19,95.395346
-98.57818,7,95.395351
-108.275406,8,95.413573
-106.85783,5,95.413594
-106.01593,2,95.428231
-111.646034,12,95.428251
-103.332924,5,95.4574
-103.356766,4,95.457421
-103.15523,3,95.457427
-106.01593,2,95.457432
-102.94333,4,95.457436
-103.792145,2,95.487714
-104.797935,3,95.504214
-96.81495,10,95.505455
-100.92103,4,95.521018
-104.47716,4,95.521039
-107.27999,3,95.535826
-102.97685,13,95.535846
-107.71854,7,95.535851
-105.12693,2,95.535856
-103.178856,6,95.551334
-101.93092,3,95.551353
-99.88903,10,95.567338
-106.30284,3,95.582235
-103.67141,2,95.596496
-101.65803,5,95.596516
-103.74085,3,95.596522
-101.38606,3,95.596526
-106.72618,6,95.615416
-101.753716,5,95.615437
-106.00836,14,95.615443
-102.83682,5,95.615447
-104.006065,3,95.630037
-103.88056,2,95.630057
-107.505035,3,95.645443
-109.71806,3,95.645464
-104.06887,4,95.6757
-106.28947,4,95.675721
-106.35774,3,95.675727
-107.2586,3,95.675731
-112.71111,10,95.690632
-105.53236,3,95.690652
-103.91583,2,95.724909
-106.691605,3,95.724929
-105.60396,6,95.740125
-109.04977,3,95.740144
-105.87951,8,95.74015
-113.53698,9,95.7556
-103.87362,5,95.755619
-105.12693,2,95.755624
-103.33195,3,95.786144
-105.12693,2,95.786166
-104.40461,8,95.801527
-104.75665,3,95.801547
-103.41398,5,95.817031
-103.41218,9,95.817051
-108.31066,5,95.817057
-105.30614,3,95.833584
-104.30505,2,95.833604
-104.075325,2,95.849424
-105.22196,4,95.849446
-100.20538,16,95.849451
-103.27227,3,95.879177
-105.68445,2,95.879197
-104.08498,5,95.879204
-103.656715,2,95.910094
-100.44896,4,95.910115
-104.70313,3,95.930366
-114.2247,13,95.930399
-105.95657,3,95.930407
-102.94296,2,95.945324
-102.96485,7,95.961098
-105.70008,3,95.961118
-99.016846,13,95.961124
-102.779564,4,95.990169
-113.9082,11,95.99019
-108.502426,3,95.990196
-103.327324,11,95.990201
-104.09696,2,96.020331
-104.00305,2,96.020353
-99.77331,5,96.040333
-103.86592,6,96.054925
-109.975525,14,96.054946
-104.68549,2,96.070348
-108.23233,3,96.070368
-101.26495,9,96.070374
-102.3701,4,96.085248
-109.29255,6,96.085269
-106.22923,6,96.085275
-102.46261,9,96.101942
-103.677086,2,96.101962
-103.78003,2,96.116178
-105.41734,2,96.116199
-104.40439,2,96.149727
-106.01593,2,96.149747
-104.78879,3,96.149753
-112.71948,14,96.149757
-109.052895,5,96.16451
-101.934845,6,96.164529
-105.676025,7,96.164535
-103.987755,2,96.180136
-104.50009,2,96.195023
-101.4122,4,96.21104
-107.41134,3,96.211058
-104.67376,4,96.211064
-99.96507,5,96.22726
-102.687645,8,96.227279
-101.211426,12,96.243547
-103.602165,3,96.243567
-105.12693,2,96.260595
-107.74879,3,96.260614
-106.18444,3,96.260619
-108.86086,6,96.275577
-106.30202,8,96.290462
-106.590546,3,96.30559
-109.1164,5,96.320175
-103.69225,4,96.320194
-105.51353,4,96.320199
-108.57818,3,96.335907
-105.58599,8,96.354046
-107.94207,3,96.354086
-103.026306,6,96.369127
-102.28805,3,96.369146
-104.78609,3,96.369152
-93.9534,20,96.38416
-104.06609,2,96.384179
-107.234375,5,96.398189
-103.92996,2,96.414642
-107.131134,4,96.430787
-103.28267,3,96.430806
-103.32098,2,96.444931
-105.45792,6,96.444949
-110.22682,5,96.444956
-105.62767,2,96.465833
-107.36427,4,96.465855
-103.59146,2,96.480401
-105.10976,4,96.495492
-117.1448,18,96.495513
-107.33387,4,96.527274
-101.1106,4,96.527294
-100.32045,10,96.527299
-97.30807,19,96.541521
-105.00538,6,96.54154
-105.83021,5,96.576775
-100.66316,15,96.576796
-102.89051,3,96.576801
-96.972725,9,96.592748
-106.225296,3,96.592768
-108.562836,6,96.592774
-102.14898,5,96.608907
-109.23417,3,96.625189
-111.77503,6,96.625209
-106.05173,3,96.625215
-106.01593,2,96.64057
-102.22307,4,96.64059
-107.894394,6,96.640595
-105.95084,3,96.670341
-104.15981,2,96.670362
-104.90887,5,96.670368
-108.086,6,96.687789
-101.11273,6,96.68781
-104.02156,2,96.703009
-104.0984,5,96.703029
-106.01593,2,96.703035
-106.69055,4,96.703039
-94.81348,15,96.717284
-104.94225,2,96.717304
-101.21303,6,96.717309
-104.392586,2,96.747298
-105.48396,2,96.747319
-107.19471,5,96.763092
-104.9427,6,96.763112
-101.59811,4,96.781076
-102.88416,5,96.781105
-107.578026,6,96.796802
-102.99501,2,96.811147
-103.04813,11,96.811167
-103.18536,7,96.811173
-104.254524,7,96.811178
-105.12693,2,96.824967
-104.60195,5,96.824986
-103.11462,4,96.824991
-108.39473,7,96.855503
-103.36358,5,96.855524
-104.41844,8,96.890187
-103.95621,5,96.890207
-104.57325,4,96.890212
-98.43776,7,96.921263
-111.340004,7,96.921283
-105.06703,8,96.935305
-102.75935,4,96.950122
-106.31894,9,96.96751
-111.99065,5,96.967529
-103.94407,7,96.967535
-102.96774,3,96.982407
-103.825165,2,97.000637
-107.195274,11,97.000656
-106.78321,5,97.000662
-103.77886,2,97.015924
-106.094604,10,97.015943
-108.72034,4,97.03174
-104.62908,2,97.031759
-103.737045,2,97.047103
-103.440216,2,97.047123
-105.500595,11,97.062794
-103.76924,4,97.062815
-108.05506,3,97.077826
-103.48757,10,97.077846
-105.35251,2,97.077852
-102.82867,2,97.096356
-103.549835,4,97.111853
-104.86819,2,97.111872
-107.2042,3,97.111878
-103.54585,3,97.126973
-98.38354,9,97.142283
-106.48016,4,97.142303
-107.100296,3,97.157626
-107.23193,4,97.173736
-102.18705,5,97.190135
-101.53296,5,97.211028
-103.83996,5,97.227028
-109.62072,4,97.227048
-107.23207,3,97.241948
-107.78465,6,97.272687
-117.85036,20,97.288465
-109.50209,5,97.288486
-103.33351,5,97.304842
-107.92941,3,97.324055
-105.69413,6,97.324075
-112.40617,23,97.32408
-95.630035,12,97.338563
-105.80517,4,97.353578
-109.13468,3,97.353598
-99.204575,21,97.36894
-104.10857,3,97.368959
-106.83075,9,97.384768
-104.91553,18,97.384788
-102.13912,7,97.400475
-106.490295,7,97.432983
-103.919,3,97.433003
-104.69096,8,97.448344
-104.0478,6,97.477985
-103.979965,7,97.478005
-95.00099,10,97.492936
-105.83894,9,97.492955
-95.42112,10,97.508293
-103.7418,2,97.529673
-109.05615,7,97.546449
-103.39149,4,97.54647
-108.50186,10,97.562592
-104.88303,8,97.577921
-105.21295,5,97.577945
-102.344154,14,97.593517
-105.22282,3,97.593541
-101.81872,3,97.609006
-102.523575,4,97.609026
-104.5012,2,97.609032
-112.421265,5,97.609036
-105.12693,2,97.641463
-106.21354,13,97.641483
-108.88824,3,97.641489
-107.50452,3,97.65602
-106.01593,2,97.670076
-101.60658,5,97.684972
-105.33961,3,97.684992
-105.12693,2,97.699723
-103.72273,2,97.714615
-104.7062,5,97.729621
-103.50284,2,97.729641
-104.46113,6,97.729646
-105.87103,17,97.747624
-106.583115,5,97.762425
-107.47945,13,97.778085
-108.970764,4,97.792652
-97.946144,12,97.792672
-105.12693,2,97.792678
-104.99642,2,97.822933
-105.032974,2,97.858124
-107.98526,18,97.873073
-100.215065,8,97.873098
-109.97889,11,97.90321
-111.822075,9,97.93234
-104.046814,3,97.947308
-102.19868,5,97.94733
-104.08694,7,97.966975
-101.57858,16,97.966995
-107.3312,3,97.997186
-102.040184,13,97.997206
-105.12693,2,97.997212
-106.24962,15,98.012019
-105.278885,10,98.028914
-106.78907,3,98.044413
-106.20206,3,98.044433
-106.44894,7,98.044439
-91.3005,21,98.060248
-103.96292,7,98.060267
-108.15187,3,98.09489
-105.33145,6,98.09491
-100.606224,5,98.094916
-105.04948,3,98.111484
-102.80451,4,98.128039
-103.525505,2,98.14255
-108.59078,7,98.157417
-105.7477,3,98.174258
-109.61333,9,98.174276
-101.27817,8,98.174282
-105.12693,2,98.205923
-103.99481,2,98.205944
-105.91522,3,98.251677
-104.66798,10,98.251698
-101.88598,11,98.267641
-103.38057,2,98.287409
-104.284294,5,98.287429
-114.57074,12,98.287434
-98.62019,7,98.28744
-103.97762,21,98.302907
-106.170395,3,98.302927
-105.12693,2,98.319108
-108.7191,52,98.335125
-106.98953,3,98.335145
-107.78504,3,98.35045
-103.98521,4,98.365688
-101.98073,3,98.380394
-106.35758,15,98.380413
-99.17607,7,98.380419
-103.37453,3,98.380424
-108.80965,3,98.41426
-108.47118,3,98.430274
-101.934845,9,98.430294
-111.68028,7,98.4303
-103.628174,5,98.430305
-108.19515,4,98.445443
-104.564,2,98.445463
-105.988235,4,98.445469
-103.76063,4,98.445473
-106.34772,3,98.476416
-108.5246,3,98.476436
-107.574,3,98.476442
-96.61046,21,98.494132
-101.32056,4,98.51051
-108.00491,3,98.52625
-107.31156,7,98.541576
-110.39972,8,98.57346
-105.63882,4,98.605984
-99.71112,21,98.621397
-102.959305,11,98.621416
-96.39902,8,98.636847
-108.993355,7,98.636868
-101.27214,10,98.636873
-100.70515,12,98.636878
-103.27282,2,98.652318
-105.10211,10,98.652339
-101.10287,11,98.652344
-106.01593,2,98.667578
-104.15135,3,98.684068
-105.71999,8,98.702481
-105.91702,3,98.702501
-106.79997,3,98.702506
-103.87684,7,98.718002
-102.84287,5,98.718022
-107.79169,4,98.718028
-106.47723,4,98.732603
-103.675934,2,98.732622
-106.55935,3,98.747944
-103.6003,3,98.747965
-106.3763,3,98.76365
-106.19396,3,98.794214
-112.13241,5,98.794235
-109.729965,10,98.79424
-105.003365,5,98.827342
-103.81977,5,98.843302
-99.19669,10,98.843323
-106.18038,7,98.843328
-108.91631,3,98.843333
-113.99238,15,98.857993
-104.2662,2,98.858013
-105.17825,4,98.858018
-106.14468,5,98.873359
-103.24413,2,98.873379
-106.43211,10,98.887845
-103.96499,3,98.902729
-107.148636,4,98.920854
-109.64246,5,98.937456
-106.05861,16,98.968326
-106.97615,3,98.968347
-103.380066,2,98.968352
-100.749756,7,98.984095
-99.67747,5,98.984117
-96.41269,10,98.998687
-104.41515,2,98.998707
-98.203064,9,99.013138
-104.044586,4,99.031793
-104.45395,12,99.031812
-103.24116,4,99.047945
-103.644745,11,99.061774
-101.28248,5,99.061794
-104.017204,2,99.061799
-102.14961,5,99.077221
-103.18727,3,99.07724
-107.449005,8,99.094085
-105.12693,2,99.109448
-103.856964,3,99.109467
-107.44087,3,99.128894
-104.44441,7,99.128915
-102.4806,9,99.143926
-106.3364,7,99.160073
-106.01593,2,99.160098
-111.86595,7,99.175397
-108.94854,5,99.190213
-107.57536,3,99.204768
-102.9498,3,99.204788
-113.07275,6,99.204794
-103.68913,2,99.220088
-104.7559,2,99.237776
-104.09648,2,99.237795
-112.209656,25,99.237801
-107.52638,7,99.237805
-104.47602,2,99.237809
-98.58308,10,99.2531
-104.82937,2,99.268353
-105.54961,3,99.284152
-103.20151,2,99.284171
-105.41096,8,99.29893
-105.12693,2,99.314684
-100.88874,5,99.314703
-103.178444,7,99.331852
-94.115166,17,99.331886
-102.49275,2,99.34688
-104.08126,7,99.346899
-108.59164,3,99.363372
-106.85238,6,99.36339
-106.370766,9,99.378282
-106.76938,3,99.378302
-104.108185,7,99.39433
-103.84282,2,99.410143
-105.9737,17,99.410163
-106.40001,7,99.41017
-102.07304,5,99.425098
-104.220825,6,99.441625
-104.91931,5,99.456529
-102.93006,5,99.486898
-103.931625,4,99.486917
-99.71936,9,99.502655
-103.98758,2,99.518338
-107.608986,13,99.698161
-103.64673,2,99.698182
-101.35187,9,99.714981
-100.78302,10,99.715002
-106.79605,5,99.729636
-102.81403,10,99.729656
-105.12693,2,99.729661
-107.34166,4,99.779837
-98.37781,6,99.779859
-85.112495,17,99.794775
-102.534546,6,99.794796
-104.25608,6,99.810529
-104.07252,5,99.81055
-105.957924,3,99.859745
-102.758545,4,99.875263
-109.46343,9,99.875283
-102.3284,6,99.875288
-103.39154,18,99.890571
-102.3818,2,99.89059
-101.84796,8,99.904683
-104.50046,2,99.904702
-115.52092,19,99.92096
-110.12791,12,99.92098
-103.11103,3,99.935406
-109.71728,3,99.952823
-103.73326,5,99.952857
-106.71325,5,99.952864
-109.26056,12,99.983978
-107.61371,3,99.983997
-102.49527,5,99.984003
-98.49524,6,100.013136
-103.67371,2,100.013155
-102.73693,15,100.028516
-101.90907,5,100.028535
-105.159615,4,100.044184
-106.92925,7,100.060707
-104.805534,7,100.060726
-103.88309,2,100.060731
-109.539925,3,100.060736
-101.22377,3,100.103908
-106.4739,4,100.10393
-103.063225,4,100.119184
-108.98906,4,100.119204
-104.303406,16,100.134414
-105.07617,11,100.1494
-105.09802,2,100.149419
-113.32204,9,100.149425
-106.74968,3,100.149429
-107.630295,9,100.166854
-104.76362,5,100.182163
-102.78743,2,100.182183
-106.01593,2,100.196322
-109.77354,18,100.196342
-106.37487,6,100.209931
-101.41813,11,100.225176
-103.162704,5,100.225195
-97.36954,8,100.254928
-105.14318,2,100.254948
-102.553665,5,100.254954
-105.12693,2,100.254958
-108.845146,5,100.272994
-102.799,4,100.273014
-104.601715,2,100.287922
-103.698265,8,100.303046
-102.87847,3,100.303067
-113.25156,7,100.303072
-104.62818,3,100.303077
-102.3636,4,100.317175
-96.40102,12,100.332856
-109.930504,3,100.332876
-105.63796,3,100.347173
-101.19523,3,100.347193
-103.8343,13,100.347199
-104.43458,2,100.347203
-103.09848,2,100.36177
-103.302086,6,100.361789
-102.980545,3,100.379903
-102.03406,6,100.395339
-111.64358,6,100.395359
-96.607254,9,100.411629
-103.46838,4,100.411649
-104.410355,3,100.411654
-103.88335,5,100.426335
-103.48973,3,100.426354
-104.26071,2,100.426359
-108.37224,4,100.426363
-106.01593,2,100.456741
-109.16625,5,100.471995
-101.00291,6,100.505548
-105.06562,6,100.521235
-99.51019,12,100.536521
-105.66116,13,100.552149
-109.794624,9,100.56828
-100.55194,8,100.601348
-105.87319,7,100.615967
-105.98662,6,100.615987
-118.153656,12,100.615993
-105.36232,14,100.630373
-106.361626,5,100.644839
-104.742516,12,100.64486
-106.349785,3,100.658882
-105.81091,4,100.674995
-105.28781,11,100.707045
-101.6623,7,100.707066
-104.862724,4,100.707071
-105.71391,6,100.737548
-102.66996,3,100.753325
-108.81348,22,100.753346
-108.52234,9,100.768834
-102.79513,4,100.768853
-108.65242,6,100.768859
-105.38267,8,100.784179
-107.254326,8,100.833755
-107.05273,4,100.833776
-112.89373,5,100.833782
-110.410545,4,100.849059
-104.51662,2,100.864809
-106.92392,9,100.880829
-109.84147,9,100.897333
-110.13225,8,100.898495
-102.92949,3,100.898525
-116.71545,8,100.898533
-102.71207,2,100.92894
-109.678795,3,100.94467
-104.59269,7,100.944691
-104.2779,9,100.975967
-110.793396,5,100.975988
-92.62663,29,101.011432
-104.30438,7,101.011453
-115.61786,11,101.042067
-108.22916,10,101.042091
-102.36883,8,101.057389
-87.93083,28,101.05741
-110.42765,8,101.073314
-107.00618,6,101.073334
-107.35195,4,101.073339
-105.587685,2,101.073344
-104.551796,7,101.08874
-102.11846,5,101.088761
-106.136604,10,101.104469
-105.87882,3,101.122723
-109.62809,3,101.122745
-104.999016,4,101.138155
-111.67319,6,101.138176
-109.184616,3,101.153884
-106.26186,3,101.17016
-106.01593,2,101.17018
-106.797485,7,101.170187
-105.57016,8,101.185636
-104.92649,2,101.200708
-104.02495,7,101.200727
-106.519585,5,101.200733
-104.480255,3,101.217908
-103.295204,2,101.219248
-103.27303,5,101.219282
-103.68159,2,101.249728
-107.75524,3,101.249748
-102.786415,5,101.249754
-104.1524,6,101.249759
-97.814575,11,101.263857
-99.369995,13,101.279185
-103.730125,5,101.279206
-103.09193,6,101.294537
-101.03854,3,101.294557
-106.395,4,101.309558
-103.59509,2,101.309578
-104.246124,4,101.342486
-104.80165,3,101.357449
-114.63095,9,101.357469
-106.01593,2,101.371988
-103.82533,5,101.387966
-110.565025,7,101.402937
-100.67277,7,101.402957
-105.06466,4,101.418714
-104.77397,2,101.418734
-106.01593,2,101.436389
-105.20768,6,101.452255
-102.351364,5,101.452274
-105.53989,3,101.45228
-103.83795,14,101.466618
-116.0816,16,101.466637
-104.493576,2,101.466643
-103.94645,3,101.466648
-99.38486,14,101.466652
-104.90594,2,101.480741
-107.092,3,101.496345
-101.2421,3,101.511971
-106.95992,3,101.511991
-102.17468,3,101.511996
-115.64642,16,101.512
-108.267685,3,101.512005
-103.19438,3,101.51201
-103.948265,2,101.544675
-99.16101,6,101.544696
-96.39348,9,101.559818
-105.59449,4,101.57542
-109.734795,5,101.589948
-101.56103,6,101.604797
-102.487236,6,101.604818
-105.830414,4,101.619542
-109.565765,5,101.619562
-116.07426,9,101.619567
-104.29381,3,101.619571
-111.487724,5,101.619575
-103.175354,2,101.63818
-100.959694,4,101.653234
-105.12693,2,101.653254
-103.99279,2,101.65326
-105.12693,2,101.668507
-112.155785,5,101.682589
-106.01593,2,101.68261
-106.13574,3,101.696797
-110.1783,13,101.696817
-114.68503,13,101.712187
-97.19577,6,101.712207
-106.9878,5,101.745893
-106.51246,3,101.745913
-105.12693,2,101.745919
-105.001434,5,101.760857
-104.80607,3,101.792065
-102.84936,6,101.79209
-101.01278,5,101.792096
-106.066895,10,101.807534
-109.01348,4,101.807554
-111.09167,4,101.807559
-105.067024,2,101.822064
-98.973976,13,101.822089
-101.74719,4,101.856962
-102.76823,5,101.873253
-107.57214,3,101.873274
-103.1402,5,101.88849
-104.08557,2,101.904692
-106.8235,3,101.904711
-100.29118,5,101.904717
-106.58448,10,101.919715
-105.028496,3,101.919734
-109.51858,7,101.919741
-103.62041,20,101.935403
-103.526215,3,101.950275
-103.85798,2,101.950294
-102.73537,3,101.96838
-103.81819,2,101.968402
-105.5221,4,101.968407
-105.391594,19,101.983696
-104.26352,2,101.998783
-106.27534,3,101.998803
-104.26395,2,101.998811
-93.418045,13,102.014454
-102.968765,3,102.031008
-105.21893,4,102.03103
-104.02083,4,102.065364
-106.43131,3,102.081385
-115.69916,11,102.097417
-103.7481,6,102.097438
-109.30723,7,102.112585
-104.874725,6,102.112604
-113.66377,14,102.11261
-104.70491,10,102.112615
-101.39865,3,102.143656
-104.46735,5,102.143677
-103.672554,2,102.143682
-104.52731,4,102.159411
-108.06761,16,102.160573
-104.19305,2,102.17689
-105.12693,2,102.176911
-103.73899,2,102.191921
-104.59894,5,102.191941
-106.01593,2,102.207178
-106.718056,3,102.207198
-108.11012,6,102.207204
-103.15751,2,102.222601
-103.33998,12,102.222621
-104.13093,2,102.237939
-103.18662,2,102.252025
-100.88983,4,102.252045
-103.60329,3,102.252051
-107.227615,11,102.286756
-108.92205,3,102.302072
-100.11098,15,102.318232
-109.21974,5,102.318251
-111.80698,7,102.332769
-97.66243,8,102.33279
-102.25944,6,102.348459
-104.00761,2,102.36346
-100.25707,7,102.363479
-105.77943,3,102.363486
-104.85841,5,102.382209
-106.56643,3,102.398443
-102.88909,6,102.413864
-103.80593,3,102.413883
-106.819885,3,102.41389
-92.910065,9,102.429691
-93.62553,19,102.446096
-103.320305,4,102.479364
-105.04357,10,102.495193
-107.78786,4,102.509768
-99.907265,8,102.509787
-104.27827,2,102.525143
-97.47101,10,102.525162
-109.789986,4,102.541206
-103.19753,2,102.55653
-104.86158,4,102.571968
-102.885284,3,102.57199
-104.80881,3,102.588927
-105.780975,12,102.603575
-117.760185,13,102.603596
-106.19266,3,102.603602
-104.57606,7,102.61856
-98.78751,28,102.618582
-103.56041,4,102.634318
-104.49105,2,102.649962
-92.50922,16,102.66493
-105.69504,4,102.66495
-101.70689,4,102.680832
-105.12693,2,102.680852
-101.72705,16,102.680857
-104.653114,6,102.698482
-106.01593,2,102.698506
-100.43153,4,102.698513
-105.12693,2,102.729404
-98.15188,11,102.744341
-103.72989,9,102.744362
-103.673225,4,102.759963
-106.81456,7,102.79146
-101.24612,7,102.79283
-107.305954,14,102.808373
-107.45072,10,102.823863
-105.15299,9,102.823884
-104.5053,2,102.82389
-98.65321,6,102.839129
-107.39532,8,102.855503
-102.796745,2,102.871487
-98.53328,6,102.88592
-105.274574,3,102.905194
-101.15426,9,102.905216
-98.54308,13,102.905221
-105.559555,2,102.934355
-106.02303,7,102.934376
-104.6702,3,102.934381
-105.65951,4,102.934386
-115.54593,8,102.950169
-106.07025,9,102.967317
-99.331375,4,102.967336
-104.38553,2,102.967342
-102.85898,3,102.983088
-104.96512,15,102.983107
-103.771614,6,102.999409
-105.46333,3,102.999429
-103.29796,13,103.016354
-106.01593,2,103.016373
-105.59255,3,103.016378
-111.84225,6,103.033198
-108.11475,3,103.048144
-103.36033,2,103.048163
-107.25734,4,103.094553
-106.96135,8,103.094574
-103.57674,2,103.127499
-111.94147,10,103.127519
-102.79564,7,103.127525
-109.58725,7,103.127529
-101.038124,3,103.14309
-96.81817,6,103.143113
-109.31802,6,103.14312
-105.12693,2,103.174975
-107.63729,3,103.174995
-104.80468,3,103.175
-108.02003,5,103.207281
-101.674225,13,103.207301
-104.18182,5,103.207306
-109.24311,4,103.207311
-104.38085,15,103.226109
-108.05823,4,103.240977
-101.34596,5,103.254974
-106.01593,2,103.254995
-106.96036,3,103.255001
-127.11908,20,103.255005
-106.88965,7,103.255009
-103.31356,3,103.285937
-107.829704,5,103.285958
-104.40517,3,103.30127
-103.53144,7,103.319763
-105.98995,2,103.319783
-102.383156,5,103.334758
-109.138054,5,103.334778
-105.8254,3,103.365939
-107.888336,6,103.380991
-114.78724,8,103.381011
-106.90243,3,103.381016
-95.67288,13,103.381021
-104.93694,2,103.394646
-115.7631,10,103.409578
-108.132256,13,103.409597
-106.467964,6,103.426147
-106.01593,2,103.426167
-100.923134,7,103.426172
-98.435104,9,103.441062
-100.13,5,103.455544
-106.49429,3,103.470973
-106.2235,6,103.470993
-105.87563,3,103.471
-104.33007,7,103.485554
-104.563934,5,103.485574
-104.52294,2,103.48558
-102.57066,3,103.516114
-109.299255,7,103.516134
-102.101494,3,103.534288
-104.905975,2,103.550205
-112.08145,5,103.550225
-108.82135,4,103.550232
-104.96632,9,103.565976
-104.81467,2,103.580723
-102.561516,9,103.580743
-107.760254,3,103.580749
-107.04611,3,103.595624
-100.32177,8,103.595645
-102.33498,15,103.610135
-107.15116,5,103.628281
-107.53137,3,103.6283
-104.281906,5,103.659633
-109.31807,11,103.659654
-108.06381,3,103.659659
-105.726715,6,103.659664
-105.051506,2,103.659668
-105.444786,6,103.674575
-109.23558,8,103.720703
-110.139465,13,103.720725
-101.72535,4,103.720732
-107.26222,8,103.720736
-104.105316,5,103.738483
-98.84513,8,103.754871
-102.69866,3,103.769862
-101.67217,3,103.769882
-107.3474,8,103.786228
-105.66519,8,103.786248
-112.269455,9,103.817072
-104.66378,3,103.817097
-100.241455,10,103.817104
-102.19768,7,103.849349
-106.94867,4,103.849371
-102.142845,5,103.849377
-100.15033,9,103.864287
-105.577446,2,103.878845
-104.46611,4,103.878864
-106.633865,8,103.87887
-109.175415,4,103.878874
-107.3805,7,103.894732
-106.24666,3,103.894751
-104.06927,2,103.909675
-103.057274,4,103.924889
-113.90854,13,103.92491
-106.38036,8,103.94301
-102.166626,3,103.94303
-106.99655,5,103.958376
