Wall time,Step,Value
1741317109.1667802,163840,-106.09168243408203
1741317190.3999987,327680,-103.44667053222656
1741317271.2852762,491520,-98.78140258789062
1741317352.0463843,655360,-100.72435760498047
1741317432.7291007,819200,-34.323280334472656
1741317513.73909,983040,14.739623069763184
1741317594.1244261,1146880,-37.31361770629883
1741317675.496436,1310720,119.15666198730469
1741317756.5117428,1474560,48.91188049316406
1741317837.9965622,1638400,59.40742111206055
1741317919.2404225,1802240,117.00556945800781
1741318000.4412804,1966080,194.05796813964844
1741318081.7163174,2129920,148.93849182128906
1741318162.8658626,2293760,160.20082092285156
1741318243.883768,2457600,96.21112060546875
1741318324.8386793,2621440,187.59429931640625
1741318406.0045023,2785280,203.76010131835938
1741318487.0568728,2949120,98.23636627197266
1741318567.605304,3112960,206.56277465820312
1741318648.7713938,3276800,111.6127700805664
1741318729.5710638,3440640,131.4479522705078
1741318810.6343873,3604480,195.4397430419922
1741318890.8749075,3768320,176.91941833496094
1741318971.9073687,3932160,169.9893341064453
1741319052.5659084,4096000,219.9687042236328
1741319133.6963236,4259840,216.26394653320312
1741319214.5914752,4423680,192.38711547851562
1741319295.6785357,4587520,234.53143310546875
1741319376.2909927,4751360,241.73202514648438
1741319457.5187812,4915200,223.01730346679688
1741319538.1994395,5079040,227.4365234375
1741319618.7727745,5242880,246.47898864746094
1741319699.334978,5406720,240.31109619140625
1741319780.0551875,5570560,211.84893798828125
1741319860.8151326,5734400,204.72511291503906
1741319941.4047492,5898240,223.57183837890625
1741320022.3081117,6062080,247.43186950683594
1741320103.2079155,6225920,255.69288635253906
1741320183.4801602,6389760,252.34059143066406
1741320264.0731013,6553600,243.6607208251953
1741320344.3047483,6717440,250.55250549316406
1741320424.8931067,6881280,245.47132873535156
1741320505.1997037,7045120,242.14999389648438
1741320585.5094936,7208960,242.6787872314453
1741320666.1206148,7372800,256.645751953125
1741320745.873957,7536640,247.9204559326172
1741320826.1821575,7700480,243.75804138183594
1741320906.473824,7864320,251.40457153320312
1741320986.877284,8028160,256.2308349609375
1741321067.4082904,8192000,268.3810119628906
1741321147.6612985,8355840,246.37869262695312
1741321227.8278737,8519680,258.7315979003906
1741321308.075713,8683520,258.0078430175781
1741321388.313793,8847360,269.1868896484375
1741321468.295251,9011200,248.40194702148438
1741321548.5373948,9175040,220.9629669189453
1741321628.7583256,9338880,225.5675811767578
1741321708.4471138,9502720,150.9350128173828
1741321788.5659416,9666560,176.8767547607422
1741321868.713557,9830400,243.5307159423828
1741321949.1931686,9994240,256.6033935546875
1741322029.2183418,10158080,265.8773193359375
1741322109.3993258,10321920,270.8153991699219
1741322188.7745376,10485760,253.30787658691406
1741322268.8596926,10649600,271.351806640625
1741322348.8626359,10813440,265.1158142089844
1741322428.4075065,10977280,277.7845458984375
1741322508.224275,11141120,246.5743408203125
1741322587.964921,11304960,202.29624938964844
1741322667.7066772,11468800,215.6728515625
1741322748.0460622,11632640,198.51553344726562
1741322827.9868622,11796480,265.5404052734375
1741322907.629389,11960320,266.90606689453125
1741322987.174978,12124160,273.6441650390625
1741323066.9860785,12288000,259.89910888671875
1741323146.1735919,12451840,272.176513671875
