Wall time,Step,Value
1741317109.1667395,163840,13.720000267028809
1741317190.399966,327680,10.920000076293945
1741317271.2852514,491520,25.719999313354492
1741317352.0463595,655360,39.47999954223633
1741317432.7290745,819200,86.68000030517578
1741317513.7390654,983040,127.27999877929688
1741317594.1244,1146880,81.31999969482422
1741317675.4964,1310720,180.1999969482422
1741317756.5117166,1474560,139.0800018310547
1741317837.9965382,1638400,139.9600067138672
1741317919.2403986,1802240,170.1199951171875
1741318000.4412553,1966080,199.0
1741318081.7162912,2129920,169.39999389648438
1741318162.865837,2293760,199.0
1741318243.8837402,2457600,168.67999267578125
1741318324.8386524,2621440,195.0800018310547
1741318406.004476,2785280,199.0
1741318487.056847,2949120,168.36000061035156
1741318567.6052778,3112960,199.0
1741318648.7713673,3276800,153.47999572753906
1741318729.571038,3440640,184.36000061035156
1741318810.6343608,3604480,199.0
1741318890.8748808,3768320,184.44000244140625
1741318971.9073439,3932160,199.0
1741319052.5658827,4096000,199.0
1741319133.696295,4259840,199.0
1741319214.5914512,4423680,184.1199951171875
1741319295.6785078,4587520,199.0
1741319376.2909622,4751360,199.0
1741319457.5187564,4915200,199.0
1741319538.1994147,5079040,199.0
1741319618.7727494,5242880,199.0
1741319699.3349519,5406720,199.0
1741319780.05516,5570560,199.0
1741319860.815094,5734400,199.0
1741319941.4047232,5898240,199.0
1741320022.3080854,6062080,199.0
1741320103.2078848,6225920,199.0
1741320183.4801338,6389760,199.0
1741320264.0730712,6553600,199.0
1741320344.3047214,6717440,199.0
1741320424.8930795,6881280,199.0
1741320505.1996777,7045120,199.0
1741320585.5094674,7208960,199.0
1741320666.120589,7372800,199.0
1741320745.8739283,7536640,199.0
1741320826.1821275,7700480,199.0
1741320906.4738,7864320,199.0
1741320986.8772583,8028160,199.0
1741321067.408265,8192000,199.0
1741321147.6612716,8355840,199.0
1741321227.8278494,8519680,199.0
1741321308.0756886,8683520,199.0
1741321388.313765,8847360,199.0
1741321468.2952244,9011200,199.0
1741321548.5373666,9175040,199.0
1741321628.758292,9338880,199.0
1741321708.4470875,9502720,199.0
1741321788.565915,9666560,199.0
1741321868.7135327,9830400,199.0
1741321949.1931438,9994240,199.0
1741322029.218316,10158080,199.0
1741322109.3992903,10321920,199.0
1741322188.774512,10485760,199.0
1741322268.8596673,10649600,199.0
1741322348.862609,10813440,199.0
1741322428.4074757,10977280,199.0
1741322508.2242491,11141120,199.0
1741322587.9648952,11304960,199.0
1741322667.706652,11468800,199.0
1741322748.0460367,11632640,199.0
1741322827.986836,11796480,199.0
1741322907.6293607,11960320,199.0
1741322987.1749518,12124160,199.0
1741323066.9860528,12288000,199.0
1741323146.1735632,12451840,199.0
1741323225.7652931,12615680,199.0
1741323305.4816582,12779520,199.0
1741323385.027714,12943360,199.0
1741323464.5009718,13107200,199.0
1741323544.0585527,13271040,199.0
1741323623.4390752,13434880,199.0
1741323703.1685512,13598720,199.0
1741323782.4172869,13762560,199.0
1741323861.7672334,13926400,199.0
1741323941.168339,14090240,199.0
1741324020.6230092,14254080,199.0
1741324099.866587,14417920,199.0
1741324179.2912078,14581760,199.0
1741324258.2397158,14745600,199.0
1741324337.6373343,14909440,199.0
1741324416.6859057,15073280,199.0
1741324496.1660986,15237120,199.0
1741324575.7089858,15400960,199.0
1741324654.854284,15564800,199.0
1741324734.37077,15728640,199.0
1741324813.9545717,15892480,199.0
1741324893.2448387,16056320,199.0
1741324971.8955553,16220160,199.0
1741325051.01004,16384000,199.0
1741325130.1775775,16547840,199.0
1741325209.7680433,16711680,199.0
1741325289.1493416,16875520,199.0
1741325368.6108763,17039360,199.0
